"Title","Publication Year","Medline PMID","PUI"
"Update in general internal medicine","2007",17638720,L351664616
"Effects of pleural drainage using central venous catheter and simple aspiration in treatment of spontaneous pneumothorax: A clinical comparative study","2007",17919379,L47527544
"Effect of enteral nutrition and synbiotics on bacterial infection rates after pylorus-preserving pancreatoduodenectomy: A randomized, double-blind trial","2007",17592288,L47012204
"Does shaving the incision site increase the infection rate after spinal surgery?","2007",17621202,L47051838
"Relative influence of antibiotic therapy attributes on physician choice in treating acute uncomplicated pyelonephritis","2007",17585004,L47106944
"A therapeutic approach in the treatment of infections of the upper airways: Thiamphenicol glycinate acetylcysteinate in sequential treatment (systemic-inhalatory route)","2007",17880774,L47531064
"Low-dose lenograstim is as effective as standard dose in shortening neutrophil engraftment time following myeloablative chemotherapy and peripheral blood progenitor cell rescue","2007",17433027,L46698287
"Early treatment of severe pancreatitis with imipenem: A prospective randomized clinical trial","2007",17506001,L46763574
"A multicenter, randomized, double-blind, placebo-controlled trial to evaluate the metabolic and respiratory effects of growth hormone in children with cystic fibrosis","2007",17545356,L46871239
"Randomized clinical trial of single- versus multiple-dose antimicrobial prophylaxis in gastric cancer surgery","2007",17514671,L46910059
"Efficacy of prednisolone in children hospitalized for recurrent wheezing","2007",17584312,L46961748
"Comparative study of the ""Misgav Ladach"" and traditional Pfannenstiel surgical techniques for cesarean section","2007",17576402,L47203886
"Alemtuzumab in chronic lymphocytic leukemia","2007",,L47204237
"Short-term antibiotic prophylaxis in implant surgery: a comparison of three antibiotics.","2007",17599102,L47239684
"Role of antibiotics in meconium aspiration syndrome","2007",17565807,L47629157
"Antibiotic therapy of osteoarticular infections in the adult","2007",17695680,L46959509
"Single-dose and multi-dose clindamycin therapy fails to demonstrate efficacy in preventing infectious and inflammatory complications in third molar surgery","2007",17408924,L46696679
"Efficacy of dexamethasone injection for acute bronchiolitis in hospitalized children: A randomized, double-blind, placebo-controlled trial","2007",17394255,L46700941
"Dalbavancin: A review","2007",17724497,L47035596
"Duration of antimicrobial prophylaxis in patients undergoing hepatectomy: A prospective randomized controlled trial using flomoxef","2007",17329271,L47073369
"Pharmacokinetic characteristics of antimicrobials and optimal treatment of urosepsis","2007",17375981,L46507008
"Sequential therapy versus standard triple-drug therapy for Helicobacter pylori eradication: A randomized trial","2007",17438314,L351650536
"Surgical excision versus antibiotic treatment for nontuberculous mycobacterial cervicofacial lymphadenitis in children: A multicenter, randomized, controlled trial","2007",17366449,L46580272
"Prophylaxis versus pre-emptive treatment for infective and inflammatory complications of surgical third molar removal: a randomized, double-blind, placebo-controlled, clinical trial with sustained release amoxicillin/clavulanic acid (1000/62.5 mg)","2007",17229548,L46268572
"Antifungal therapy in children with invasive fungal infections: A systematic review","2007",17403849,L46556677
"Laparoscopic pyloromyotomy for hypertrophic pyloric stenosis: a prospective, randomized controlled trial","2007",17448768,L46589528
"Reduced hospital stay and narcotic consumption, and improved mobilization with local and intraarticular infiltration after hip arthroplasty: A randomized clinical trial of an intraarticular technique versus epidural infusion in 80 patients","2007",17464604,L46676657
"Clinical outcome and rate of complications after primary total knee replacement performed with quadriceps-sparing or standard arthrotomy","2007",17463113,L46851124
"Effects of branded versus generic terazosin hydrochloride in adults with benign prostatic hyperplasia: A randomized, open-label, crossover study in taiwan","2007",17617290,L47016642
"Comparison of prosthetic mesh repair and tissue repair in the emergency management of incarcerated para-umbilical hernia: A prospective randomized study","2007",17273815,L47097080
"Prospective randomized controlled study of Hydrofiber® dressing containing ionic silver or calcium alginate dressings in non-ischaemic diabetic foot ulcers","2007",17305788,L46257112
"Moxifloxacin vs amoxicillin/clavulanate in the treatment of acute sinusitis","2007",17362810,L46386313
"Low-dose sultamicillin versus amoxicillin-clavulanic acid in the treatment of acute bacterial sinusitis in adults: A randomized clinical trial","2007",,L46595010
"Three vs. 10 days of amoxycillin-clavulanic acid for type 1 acute exacerbations of chronic obstructive pulmonary disease: A randomised, double-blind study","2007",17391383,L46603359
"Can procalcitonin help us in timing of re-intervention in septic patients after multiple trauma or major surgery?","2007",17523274,L46724682
"Comparison of nitrofurantoin and trimethoprim-sulphamethoxazole for long-term prophylaxis in children with recurrent urinary tract infections","2007",,L47407965
"Intermittent intravaginal antibiotic treatment of bacterial vaginosis in HIV-uninfected and -infected women: A randomized clinical trial","2007",,L46851643
"Sequenced compared with simultaneous anthracycline and cyclophosphamide in high-risk stage I and II breast cancer: Final analysis from INT-0137 (S9313)","2007",17308269,L350002920
"Randomized trial of percutaneous central venous lines versus peripheral intravenous lines","2007",17262041,L46195906
"Alemtuzumab in chronic lymphocytic leukemia","2007",17280499,L46268013
"A randomized controlled trial of enteral versus parenteral feeding in patients with predicted severe acute pancreatitis shows a significant reduction in mortality and in infected pancreatic complications with total enteral nutrition","2006",17164546,L46269282
"Population screening for lung cancer using computed tomography, is there evidence of clinical effectiveness? A systematic review of the literature","2007",17287305,L46271719
"Adding-on versus switching-to adefovir therapy in lamivudine-resistant HBeAg-negative chronic hepatitis B","2007",17256746,L46374587
"Antibacterial prophylaxis in patients with neutropenia","2007",17335692,L46423062
"Can Helicobacter pylori eradication therapy be shortened to 4 days?: Commentary","2007",,L46454789
"Is continuous infusion ceftriaxone better than once-a-day dosing in intensive care? A randomized controlled pilot study","2007",17135183,L47072068
"Immunotherapy with canarypox vaccine and interleukin-2 for HIV-1 infection: Termination of a randomized trial","2007",,L46805411
"Immunotherapy with canarypox vaccine and interleukin-2 for HIV-1 infection: Termination of a randomized trial","2007",,L46865514
"A randomized comparison of transobturator tape and Burch colposuspension in the treatment of female stress urinary incontinence","2007",17180553,L350130404
"A double-blind randomized study of aminoglycoside infusion with combined therapy for pulmonary Mycobacterium avium complex disease","2007",16750618,L44835234
"Delayed prescribing of antibiotics is an effective strategy in managing acute conjunctivitis","2007",,L44937728
"Effects of anti-Helicobacter pylori treatment and probiotic supplementation on intestinal microbiota","2007",17141481,L44959780
"Efficacy and safety of 3-day azithromycin versus 5-day moxifloxacin for the treatment of acute bacterial exacerbations of chronic bronchitis","2007",17189096,L44959787
"Early predictors for infection recurrence and death in patients with ventilator-associated pneumonia","2007",17080004,L46035690
"Improvement of the eradication rate of Helicobacter pylori gastritis in children is by adjunction of omeprazole to a dual antibiotherapy","2007",17187610,L46307382
"Predictors of efficacy and health resource utilization in treatment of complicated intra-abdominal infections: Evidence for pooled clinical studies comparing tigecycline with imipenem-cilastatin","2007",17437361,L46626651
"Respiratory tract infections. Antibiotics - Yes or no? Long or short courses?","2007",,L46725215
"A randomized trial of local anesthesia with intravenous sedation vs general anesthesia for the vaginal correction of pelvic organ prolapse","2007",17120172,L47023332
"Primary Prophylaxis of Spontaneous Bacterial Peritonitis Delays Hepatorenal Syndrome and Improves Survival in Cirrhosis","2007",17854593,L47374144
"Clinical study on coadministration of cefazolin sodium and metronidazole for infection prophylaxis in perioperative period of cesarean section","2007",,L47377225
"Nitrofuran-based regimens for the eradication of Helicobacter pylori infection","2007",17845685,L47383342
"Prophylactic antibiotics to prevent pneumonia and other complications after measles: Community based randomised double blind placebo controlled trial in Guinea-Bissau","2006",17060336,L46032353
"2-Week triple therapy for Helicobacter pylori infection is better than 1-week in clinical practice: A large prospective single-center randomized study","2006",17083378,L44674141
"Randomized controlled trial of 7-day vs. 14-day antibiotics for neonatal sepsis","2006",17030532,L44964231
"Long-term antibiotic treatment with roxithromycin in patients with multiple sclerosis","2006",17180590,L44968927
"Meta-analysis of randomized controlled trials of prophylactic granulocyte colony-stimulating factor and granulocyte-macrophage colony-stimulating factor after autologous and allogeneic stem cell transplantation","2006",17114653,L46631364
"Reduction of nosocomial pneumonia after major burns by trace element supplementation: Aggregation of two randomised trials","2006",17081282,L47086461
"No virological failure in semen during properly suppressive antiretroviral therapy despite subtherapeutic local drug concentrations","2006",17197376,L46164963
"Long-term antibiotics for preventing recurrent urinary tract infection in children.","2006",16855971,L44587953
"Antibiotic prophylaxis for surgical introduction of intracranial ventricular shunts.","2006",16856095,L44588075
"Prognostic factors and clinical outcome in acute lower respiratory tract infections: A prospective study in general practice","2006",16787958,L44404483
"Resistance development over 144 weeks in treatment-naive patients receiving tenofovir disoproxil fumarate or stavudine with lamivudine and efavirenz in Study 903","2006",16925730,L44269811
"Skin colonization by Staphylococcus aureus in patients with eczema and atopic dermatitis and relevant combined topical therapy: A double-blind multicentre randomized controlled trial","2006",16965415,L44352546
"Brief report: Randomized controlled trial of zinc supplementation for persistent diarrhea in adults with HIV-1 infection","2006",16940855,L44454814
"Randomized double-blind study comparing 7- and 10-day regimens of faropenem medoxomil with a 10-day cefuroxime axetil regimen for treatment of acute bacterial sinusitis","2006",17011409,L44462785
"Combined therapy of low-dose tacrolimus and prednisone in nephrotic syndrome with slight mesangial proliferation","2006",17014560,L44470095
"A pilot study on prevention of catheter-related urinary tract infections with fluoroquinolones","2006",17127226,L44776161
"A multicenter prospective randomized trial of corticosteroids in primary therapy for Kawasaki disease: Clinical course and coronary artery outcome","2006",16939743,L44308435
"Duloxetine in the long-term management of diabetic peripheral neuropathic pain: An open-label, 52-week extension of a randomized controlled clinical trial","2006",,L46399664
"Administration of antibiotics via the respiratory tract for the prevention of ICU-acquired pneumonia: A meta-analysis of comparative trials","2006",16934148,L47086878
"Triple, standard quadruple and ampicillin-sulbactam-based quadruple therapies for H pylori eradication: A comparative three-armed randomized clinical trial","2006",16937475,L44323218
"Role of interferon-alpha administration after 2-deoxycoformycin in the treatment of hairy cell leukemia patients","2006",16856905,L44006104
"Role of the preliminary susceptibility testing for initial and after failed therapy of Helicobacter pylori infection with levofloxacin, amoxicillin, and esomeprazole","2006",16882326,L44051349
"Gemcitabine and split-dose paclitaxel or docetaxel in metastatic breast cancer: A randomised phase II study","2006",16846734,L44149088
"Randomized controlled trial of moxifloxacin compared with piperacillin-tazobactam and amoxicillin-clavulanate for the treatment of complicated intra-abdominal infections","2006",16858182,L44305534
"Information leaflet and antibiotic prescribing strategies for acute lower respiratory tract infection: A randomized, controlled trial. Commentary","2006",,L46397724
"A new bacterial lysate protects by reducing infectious exacerbations in moderate to very severe COPD: A double-blind, randomized, placebo-controlled trial","2006",,L44196431
"Peripheral venous catheter-related inflammation: A randomized prospective trial","2006",17190130,L46317640
"Oral decontamination with chlorhexidine reduces the incidence of ventilator-associated pneumonia","2006",16603609,L43900709
"Reduction of urinary tract infection and antibiotic use after surgery: A controlled, prospective, before-after intervention study","2006",16652311,L43752642
"Pre-emptive antibiotic treatment vs 'standard' treatment in patients with elevated serum procalcitonin levels after elective colorectal surgery: A prospective randomised pilot study","2006",16369855,L43829376
"A pilot study of 1 versus 3 days of dexamethasone as add-on therapy in children with streptococcal pharyngitis","2006",16732143,L43863355
"Efficacy of zinc in the treatment of severe pneumonia in hospitalized children <2 y old","2006",16685051,L44713109
"Monotherapy with piperacillin/tazobactam versus cefepime as empirical therapy for febrile neutropenia in pediatric cancer patients: A randomized comparison","2006",16517534,L43361800
"Cost effectiveness of local collagen-gentamicin as prophylaxis for sternal wound infections in different risk groups","2006",16608782,L43573098
"Cephalomedullary nails in the treatment of high-energy proximal femur fractures in young patients: A prospective, randomized comparison of trochanteric versus piriformis fossa entry portal","2006",16721238,L44309637
"Combination therapy versus monotherapy: A randomised pilot study on the evolution of inflammatory parameters after ventilator associated pneumonia [ISRCTN31976779]","2006",16569261,L47086791
"Protocol for the immediate delivery versus expectant care of women with preterm prelabour rupture of the membranes close to term (PPROMT) Trial [ISRCTN44485060]","2006",,L43750376
"Effects of high volume saline enemas vs no enema during labour - The N-Ma Randomised Controlled Trial [ISRCTN43153145]","2006",,L43786483
"Telephone follow-up of patients receiving antibiotic prescriptions from community pharmacies","2006",16522892,L43429882
"Treatment of plague with gentamicin or doxycycline in a randomized clinical trial in Tanzania","2006",16447105,L43271373
"Pharmacokinetic-pharmacodynamic relationships describing the efficacy of oritavancin in patients with Staphylococcus aureus bacteremia","2006",16495262,L43327805
"Determining asthma treatment by monitoring sputum cell counts: Effect on exacerbations","2006",16507847,L43372521
"CDP571, a humanized monoclonal antibody to tumour necrosis factor-α, for steroid-dependent Crohn's disease: A randomized, double-blind, placebo-controlled trial","2006",16480401,L43400184
"Effect of oral decontamination with chlorhexidine on the incidence of nosocomial pneumonia: A meta-analysis","2006",16507165,L47079786
"Inhaled heparin in cystic fibrosis","2006",16452592,L43180914
"Application of sequential noninvasive following invasive mechanical ventilation in COPD patients with severe respiratory failure by investigating the appearance of pulmonary-infection-control-window","2006",16562692,L43385826
"Use of broad-spectrum antimicrobials for the treatment of pneumonia in seriously ill patients: Maximizing clinical outcomes and minimizing selection of resistant organisms","2006",16355320,L43054218
"Randomized prospective study on prophylactic antibiotics in clean orthopedic surgery in one ward for 1 year","2006",16437344,L43155852
"A study of 4- and 7-day triple therapy with rabeprazole, high-dose levofloxacin and tinidazole rescue treatment for Helicobacter pylori eradication","2006",16393308,L43382038
"Intensive consolidation versus oral maintenance therapy in patients 61 years or older with acute myeloid leukemia in first remission: Results of second randomization of the AML HD98-B treatment trial [13]","2006",16437135,L43695562
"Onercept for Moderate-to-Severe Crohn's Disease: A Randomized, Double-Blind, Placebo-Controlled Trial","2006",16797249,L43994545
"Non-infusional vs intravenous consolidation chemotherapy in elderly patients with acute myeloid leukemia: Final results of the EORTC-GIMEMA AML-13 randomized phase III trial","2006",16932345,L44590960
"Effective duration of antimicrobial therapy for the treatment of acute lobar nephronia","2006",16326693,L46050504
"Linezolid reduces length of stay and duration of intravenous treatment compared with vancomycin for complicated skin and soft tissue infections due to suspected or proven methicillin-resistant Staphylococcus aureus (MRSA)","2005",16289514,L41635493
"The role of preoperative prophylactic antibiotic administration in periapical endodontic surgery: A randomized, prospective double-blind placebo-controlled study","2005",16343114,L41784503
"Vitamin A for non-measles pneumonia in children.","2005",16034908,L41834212
"Interventions to improve antibiotic prescribing practices in ambulatory care.","2005",16235325,L41867551
"Interventions to improve antibiotic prescribing practices for hospital inpatients.","2005",16235326,L41867552
"Prophylactic antibiotics to reduce morbidity and mortality in neonates with umbilical venous catheters.","2005",16235397,L41867618
"Identification of Saccharomyces boulardii in stools of children treated with antibiotocis","2005",,L44874046
"Randomized phase II study of two gemcitabine schedules for patients with impaired performance status (Karnofsky performance status ≤ 70) and advanced non-small-cell lung cancer","2005",,L46218705
"Phase III study of weekly high-dose infusional fluorouracil plus folinic acid with or without irinotecan in patients with metastatic colorectal cancer: European Organisation for Research and Treatment of Cancer Gastrointestinal Group Study 40986","2005",,L46223990
"Impact of rapid detection of viral and atypical bacterial pathogens by real-time polymerase chain reaction for patients with lower respiratory tract infection","2005",16231254,L41579985
"Paint-only is equivalent to scrub-and-paint in preoperative preparation of abdominal surgery sites","2005",16256917,L41539767
"β-Lactamase inhibition with clavulanic acid supplementing standard amoxycillin-based triple therapy does not increase Helicobacter pylori eradication rate","2005",16169304,L44356111
"Supplemental perioperative oxygen and the risk of surgical wound infection: A randomized controlled trial","2005",16249417,L41539936
"Efficacy of an extract of North American ginseng containing poly-furanosyl-pyranosyl-saccharides for preventing upper respiratory tract infections: A randomized controlled trial","2005",16247099,L41546691
"Pulmonary infection control window in treatment of severe respiratory failure of chronic obstructive pulmonary diseases: A prospectve, randomized controlled, muti-centred study","2005",16232342,L41489033
"Open-label randomized trial of oral trimethoprim-sulfamethoxazole, doxycycline, and chloramphenicol compared with trimethoprim-sulfamethoxazole and doxycycline for maintenance therapy of melioidosis","2005",16189075,L41400941
"Pharmacodynamic interest of ceftazidime continuous infusion vs intermittent bolus administration in patients with severe nosocomial pneumonia","2005",16023303,L41531127
"Levofloxacin to prevent bacterial infection in patients with cancer and neutropenia","2005",16148283,L41262332
"The modified Misgav-Ladach versus the Pfannenstiel-Kerr technique for cesarean section: A randomized trial","2005",16097980,L41215807
"Parent satisfaction OK with no treatment of otitis","2005",,L41285754
"No antibiotics needed for lower respiratory infection","2005",,L41285755
"Usefulness of G-CSF in pediatric high risk cancer patients with fever and neutropenia","2005",16077888,L41844623
"Efficacy of ciprofloxacine antibiotic prophylaxis of infectious complications after TUR of the prostate","2005",16281834,L41891980
"Procalcitonin-guided antibiotic use versus a standard approach for acute respiratory tract infections in primary care: Study protocol for a randomised controlled trial and baseline characteristics of participating general practitioners [ISRCTN73182671]","2005",16107222,L41215898
"One-week once-daily triple therapy with esomeprazole, levofloxacin and azithromycin compared to a standard therapy for Helicobacter pylori eradication","2005",15996628,L44356069
"Antibiotic regimens for secondary peritonitis of gastrointestinal origin in adults.","2005",15846719,L40951071
"Duration of antibacterial treatment for uncomplicated urinary tract infection in women.","2005",15846726,L40951078
"Response to antibiotics of women with symptoms of urinary tract infection but negative dipstick urine test results: Double blind randomised controlled trial","2005",15972728,L41003175
"Efficacy of amoxicillin/clavulanic acid in preventing infectious and inflammatory complications following impacted mandibular third molar extraction","2005",15953905,L40813404
"Comparison of soap and antibiotic solutions for irrigation of lower-limb open fracture wounds: A prospective, randomized study","2005",15995106,L40917739
"Rifaximin dose-finding study for the treatment of small intestinal bacterial overgrowth","2005",15963077,L40943872
"Information leaflet and antibiotic prescribing strategies for acute lower respiratory tract infection: A randomized controlled trial","2005",15972565,L40965073
"Antibiotics for acute pyelonephritis in children.","2005",15674914,L40699056
"Timing of prophylactic antibiotic administration in the uninfected laboring gravida: A randomized clinical trial","2005",15970833,L40827057
"Optimum duration of prophylactic antibiotics in acute non-perforated appendicitis","2005",15943731,L40896906
"A clinical and economic study of community-acquired pneumonia between single versus combination therapy","2005",16096896,L41159977
"Acute uncomplicated lower urinary tract infections in general practice: Clinical and microbiological cute rates after three- versus five-day treatment with trimethoprim","2005",16392777,L41535007
"Effectiveness of combined antibiotic ophthalmic solution in the treatment of hordeolum after incision and curettage: A randomized, placebo-controlled trial: A pilot study","2005",16149682,L41073260
"Antibiotic treatment of Chlamydia pneumoniae after acute coronary syndrome","2005",15843667,L40530231
"Prophylaxis of cytomegalovirus disease in transplant patients","2005",15821265,L40547354
"Prospective, randomized, multicentric, open, comparative study on the efficacy of a prophylactic single dose of 500 mg levofloxacin versus 1920 mg trimethoprim/sulfamethoxazole versus a control group in patients undergoing TUR of the prostate","2005",15774257,L40357909
"Prospective randomized comparison of single-dose versus 1-day cefazolin for prophylaxis in gynecologic surgery","2005",15762971,L40478190
"Antibiotic prophylaxis of early onset pneumonia in critically ill comatose patients. A randomized study","2005",15754197,L40543881
"Treatment of fistulas-in-ano with fibrin sealant in combination with intra-adhesive antibiotics and/or surgical closure of the internal fistula opening","2005",15785883,L40880729
"Optimisation of irinotecan dose in the treatment of patients with metastatic colorectal cancer after 5-FU failure: Results from a multinational, randomised phase II study","2005",15756271,L40546669
"The effect of fermented yogurt on the prevention of diarrhea in a healthy adult population","2005",15761413,L40283475
"A randomized, double-blind, placebo-controlled trial to determine effectiveness of antibiotic prophylaxis for tension-free mesh herniorrhaphy","2005",15737849,L40298973
"Effect of clarithromycin treatment on Chlamydia pneumoniae in vascular tissue of patients with coronary artery disease: A randomized, double-blind, placebo-controlled trial","2005",15750103,L40364957
"Saccharomyces boulardii in the prevention of antibiotic-associated diarrhoea in children: A randomized double-blind placebo-controlled trial","2005",15740542,L40381510
"Impact of an interdisciplinary strategy on antibiotic use: A prospective controlled study in three hospitals","2005",15705638,L40425462
"A multicenter, double-blind, randomized, phase II trial comparing pegfilgrastim with filgrastim as an adjunct to chemotherapy for acute myeloid leukemia","2005",,L40439731
"A randomized, placebo-controlled study of the use of filgrastim in non neutropenic patients with nosocomial pneumonia","2005",15737951,L40305606
"A randomized trial that compared povidone iodine and chlorhexidine as antiseptics for vaginal hysterectomy","2005",15695981,L40214974
"Role of antibiotics in management of non-ventilated cases of meconium aspiration syndrome without risk factors for infection","2005",15467292,L40091379
"Comparison of atovaquone and azithromycin with trimethoprim- sulfamethoxazole for the prevention of serious bacterial infections in children with HIV infection","2005",15614703,L40053471
"Supply of pre- and probiotics reduces bacterial infection rates after liver transplantation - A randomized, double-blind trial","2005",15636620,L40095136
"New ultrashort scheme for helicobacter pylori infection eradication using tetracyline, furazolidone and colloidal bismuth subcitrate in dyspeptic patients with or without peptic ulceration in the National Hospital Cayetano Heredia","2005",15818420,L40708306
"Open comparative, randomized controlled clinical study of a new immunostimulating bacterial lysate in the prophylaxis of upper respiratory tract infections","2005",15960427,L40780381
"No antibiotics necessary for lower respiratory infection","2005",,L41512639
"Effect of a probiotic infant formula on infections in child care centers: Comparison of two probiotic agents","2005",15629974,L43046274
"The radioisotope contributes significantly to the activity of radioimmunotherapy","2004",15585610,L39587516
"Lenograstim after autologous peripheral blood progenitor cell transplantation: Results of a double-blind, randomized trial","2004",15489865,L39600112
"Cooled transurethral microwave thermotherapy for intractable chronic prostatitis - Results of a pilot study after 1 year","2004",15596188,L39647057
"Interventions for primary vesicoureteric reflux.","2004",15266449,L39667621
"Feasibility of short-term antibiotic prophylaxis after pulmonary resection","2004",15609652,L39686818
"Antibiotic regimens for endometritis after delivery.","2004",15495005,L39704052
"Intraventricular antibiotics for bacterial meningitis in neonates.","2004",15495115,L39704152
"Delayed antibiotics for symptoms and complications of respiratory infections.","2004",15495108,L39704941
"Prophylactic granulocyte colony-stimulating factor and granulocyte- macrophage colony-stimulating factor decrease febrile neutropenia after chemotherapy in children with cancer: A meta-analysis of randomized controlled trials","2004",15310780,L41103693
"Effect of changing transfer set on relapse of bacterial peritonitis","2004",,L39504495
"Randomized comparison of loops for transurethral resection of the prostate: Preliminary results","2004",15659929,L39627574
"Efficacy of granulocyte and granulocyte-macrophage colony-stimulating factors in the induction treatment of adult acute lymphoblastic leukemia: A multicenter randomized study","2004",15448664,L39359274
"A prospective, randomized study comparing cefepime and imipenem-cilastatin in the empirical treatment of febrile neutropenia in patients treated for haematological malignancies","2004",15370671,L39247980
"Long-term treatment of rectovaginal fistulas in Crohn's disease: Response to infliximab in the ACCENT II study","2004",15476155,L39335798
"Use of presumptive antibiotics following tube thoracostomy for traumatic hemopneumothorax in the prevention of empyema and pneumonia - A multi-center trial","2004",15514527,L39431194
"No panacea for drainage after percutaneous nephrolithotomy","2004",15659895,L39441764
"Prophylactic cefuroxime in general thoracic surgery","2004",,L39214792
"A prospective, randomized trial of 3 or 14 days of ciprofloxacin treatment for acute urinary tract infection in patients with spinal cord injury","2004",15356779,L39180437
"Pulmonary complications following major head and neck surgery with tracheostomy: A prospective, randomized, controlled trial of prophylactic antibiotics","2004",15381595,L39195391
"Clinical efficacy, tolerability, and cost savings associated with the use of open-label metronidazole plus ceftriaxone once daily compared with ticarcillin/clavulanate every 6 hours as empiric treatment for diabetic lower-extremity infections in older males","2004",15561650,L39618443
"Prospective randomised trial of isoniazid prophylaxis in renal transplant recipient","2004",15783119,L40148183
"Macrolide antibiotics for cystic fibrosis.","2004",15106170,L39041658
"Glycemic patterns detected by continuous subcutaneous glucose sensing in children and adolescents with type 1 diabetes mellitus treated by multiple daily injections vs continuous subcutaneous insulin infusion","2004",15237068,L38886494
"Seven-day therapy for Helicobacter pylori in the United States","2004",15225176,L38938723
"A randomized trial of amifostine as a cytoprotectant for patients receiving myeloablative therapy for allogeneic hematopoietic stem cell transplantation","2004",15208650,L39022957
"Impact of amoxicillin prophylaxis on the incidence, nature, and duration of bacteremia in children after intubation and dental procedures","2004",15173031,L38780302
"Meropenem +/- granulocyte colony stimulating factor in the treatment of febrile neutropenic patients with cancer: Prospective randomized study","2004",15330327,L39037149
"Clinical efficacy of ciprofloxacin in patients with respiratory tract infection refractory to penicillin or cephem: Carbapenem-controlled clinical study","2004",,L39089649
"A randomized controlled trial of an antibiotic discontinuation policy for clinically suspected ventilator-associated pneumonia","2004",15136392,L38648413
"Descriptive study of intravenous immunoglobulin for the treatment of recurrent Clostridium difficile diarrhoea","2004",15073160,L38660298
"An economic evaluation of a European cohort from a multinational trial of linezolid versus teicoplanin in serious Gram-positive bacterial infections: The importance of treatment setting in evaluating treatment effects","2004",15081078,L38481541
"Optimal duration of antibiotic treatment of UTI in older women","2004",,L38618291
"Early enteral nutrition after surgical treatment of gut perforations: A prospective randomised study","2004",15235203,L39069760
"Mupirocin Prophylaxis against Nosocomial Staphylococcus aureus Infections in Nonsurgical Patients: A Randomized Study","2004",15023707,L38327329
"Ceftriaxone versus Other Antibiotics for Surgical Prophylaxis: A Meta-Analysis","2004",,L38197750
"A randomised trial of home vs hospital intravenous antibiotic therapy in adults with infectious diseases","2004",15001305,L38380385
"Infliximab Maintenance Therapy for Fistulizing Crohn's Disease","2004",14985485,L38252535
"Optimal duration of antibiotic therapy for uncomplicated urinary tract infection in older women: A double-blind randomized controlled trial","2004",14970093,L38293641
"Ampicillin + sulbactam vs. clindamycin ± cephalosporin for the treatment of aspiration pneumonia and primary lung abscess","2004",14759242,L38256520
"High-Dose Versus Standard-Dose Amoxicillin for Acute Otitis Media","2004",14742786,L38017998
"Treatment of exacerbations of chronic obstructive pulmonary disease with pristinamycin","2004",15211234,L38858491
"ANTEAB: A study of early antibiotherapy in the ICU management of acute exacerbations of COPD","2004",15211249,L38858506
"New prophylactic treatment strategy for cytomegalovirus disease.","2003",14686230,L137590918
"Antibiotic therapy for prophylaxis against infection of pancreatic necrosis in acute pancreatitis.","2003",14583957,L137615189
"Erythromycin for the prevention of chronic lung disease in intubated preterm infants at risk for, or colonized or infected with Ureaplasma urealyticum.","2003",14583992,L137615220
"Pentoxifylline for neonatal sepsis.","2003",14584009,L137615234
"Current views on the use of probiotics in begnign diseases of the large intestine","2003",,L351877105
"Levofloxacin: A Review of its Use in the Treatment of Bacterial Infections in the United States","2003",14664657,L38049994
"Comparison of rabeprazole-based four- and seven-day triple therapy and omeprazole-based seven-day triple therapy for Helicobacter pylori infection in patients with peptic ulcer","2003",14976565,L38578657
"Comparison of 8 vs 15 Days of Antibiotic Therapy for Ventilator-Associated Pneumonia in Adults: A Randomized Trial","2003",14625336,L37443289
"Do delayed prescriptions reduce antibiotic use in respiratory tract infections? A systematic review","2003",14702908,L37383810
"A prospective randomized study of prophylactic antibiotics in elective laparoscopic cholecystectomy","2003",12802644,L37553802
"Levofloxacin for chronic prostatitis/chronic pelvic pain syndrome in men: A randomized placebo-controlled multicenter trial","2003",14550427,L37204989
"Antibiotic-coated hemodialysis catheters for the prevention of vascular catheter-related infections: A prospective, randomized study","2003",14553869,L37311251
"A Randomized Trial of Yogurt for Prevention of Antibiotic-Associated Diarrhea","2003",14627358,L37410101
"Cefazolin versus Cefazolin plus Metronidazole for Antibiotic Prophylaxis at Cesarean Section","2003",14570343,L38281667
"Nebulised anti-pseudomonal antibiotics for cystic fibrosis.","2003",12917897,L37135773
"Prophylactic antibiotics for cystic fibrosis.","2003",12917916,L37135790
"Macrolide antibiotics for cystic fibrosis.","2003",12917924,L37135798
"Antibiotics for acute pyelonephritis in children.","2003",12917987,L37135853
"Linezolid in the treatment of vancomycin-resistant Enterococcus faecium in solid organ transplant recipients: Report of a multicenter compassionate-use trial","2003",14617299,L37356354
"Pneumonia in term neonates: Laboratory studies and duration of antibiotic therapy","2003",12847531,L36986789
"Linezolid versus vancomycin for treatment of resistant Gram-positive infections in children","2003",12913766,L36999642
"Empirical therapy of adult febrile neutropenic patients - An evidence based approach to local policy development","2003",,L36798285
"Assessment of nosocomial urinary tract infections in orthopaedic patients: a prospective and comparative study using two different catheters.","2003",14584770,L137582024
"Efficacy and safety of an extract of Pelargonium sidoides (EPs 7630) in adults with acute bronchitis: A randomised, double-blind, placebo-controlled trial","2003",12807337,L36597151
"Comparative clinical-economic analysis of antibiotic therapy in pyogenic inflammatory diseases of the lower extremities","2003",12708395,L36670782
"A randomized, double-blinded, double-modelling and controlled clinical and bacteriological evaluation of erythromycin cyclic 11, 12-carbonate in the treatment of bacterial infection compared with roxithromycin","2003",,L36628741
