"","relevancy","reason_exclude","comments","meandur_short","meandur_long","fu_dur","PMID","Title.x"
"477",1,"","Resistant bacteria, n(%) 15 days 10 (45.5) 8 days 18 (39.2) p = 0.76","8 days","15 days","21 days",22952580,"Early-onset ventilator-associated pneumonia in adults randomized clinical trial: comparison of 8 versus 15 days of antibiotic treatment"
"478",0,"Resistance during f/u not included","",NA,NA,NA,23010339,"A pilot randomised controlled trial in intensive care patients comparing 7 days' treatment with empirical antibiotics with 2 days' treatment for hospital-acquired infection of unknown origin"
"479",NA,NA,NA,NA,NA,NA,23018904,"Ciprofloxacin dry powder for inhalation in non-cystic fibrosis bronchiectasis: A phase II randomised study"
"480",NA,NA,NA,NA,NA,NA,23085743,"Efficacy and safety of intravenous daptomycin in Japanese patients with skin and soft tissue infections"
"481",0,"Resistance during f/u not included","Cultures were obtained from the remote-infection sites in 6 patients. The bacteria isolated were methicillin-resistant Staphylococcus aureus (1 in the single-dose group, 1 in the multiple-dose group), Pseudomonas aeruginosa (1 in the multiple-dose group), Escherichia coli (1 in the single-dose group, 1 in the multiple-dose group), and Haemophilus influenzae (1 in the single-dose group)","1 dose","3 days","30 days",23102084,"A prospective randomized study to assess the optimal duration of intravenous antimicrobial prophylaxis in elective gastric cancer surgery"
"482",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,23135343,"Safety, efficacy and convenience of colistimethate sodium dry powder for inhalation (Colobreathe DPI) in patients with cystic fibrosis: a randomised study"
"483",1,"","To evaluate the potential ecological impact of the intervention we assessed the rate of infection and/or colonization of patients with multidrug resistant bacteria (meticillin-resistant Staphylococcus aureus and expanded spectrum lactamase-producing enterobacteriaceae) during the 6 months following randomization. The first isolate of each organism from each patient was included in the analysis. As shown in Table E1, no significant difference was found between the 2 groups.","6","7","",23153410,"Clinical impact of unsolicited post-prescription antibiotic review in surgical and medical wards: a randomized controlled trial"
"484",NA,NA,NA,NA,NA,NA,23153963,"Randomised clinical trial of moxifloxacin versus ertapenem in complicated intra-abdominal infections: Results of the PROMISE study"
"485",0,"Resistance during f/u not included","",NA,NA,NA,23265995,"Amoxicillin for acute lower-respiratory-tract infection in primary care when pneumonia is not suspected: a 12-country, randomised, placebo-controlled trial"
"486",0,"Resistance during f/u not included","",NA,NA,NA,23319889,"Comparison of infection and urosepsis rates of ciprofloxacin and ceftriaxone prophylaxis before percutaneous nephrolithotomy: a prospective and randomised study"
"487",0,"Study design (not RCT)","",NA,NA,NA,23345574,"Prospective evaluation of respiratory exacerbations in children with cystic fibrosis from newborn screening to 5 years of age"
"488",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,23391714,"Comparative study of the efficacy and safety of ceftazidime/avibactam plus metronidazole versus meropenem in the treatment of complicated intra-abdominal infections in hospitalized adults: results of a randomized, double-blind, Phase II trial"
"489",NA,NA,NA,NA,NA,NA,23415776,"Evaluation of moxifloxacin 0.5% in treatment of nonperforated bacterial corneal ulcers: A randomized controlled trial"
"490",NA,NA,NA,NA,NA,NA,23422913,"Phase II clinical study of BC-3781, a pleuromutilin antibiotic, in treatment of patients with acute bacterial skin and skin structure infections"
"491",NA,NA,NA,NA,NA,NA,23423417,"Clinical outcomes associated with procalcitonin algorithms to guide antibiotic therapy in respiratory tract infections"
"492",NA,NA,NA,NA,NA,NA,23457080,"Clinical trial: Comparative effectiveness of cephalexin plus trimethoprim-sulfamethoxazole versus cephalexin alone for treatment of uncomplicated cellulitis: A randomized controlled trial"
"493",NA,NA,NA,NA,NA,NA,23511031,"Ciprofloxacin for the prevention of postoperative recurrence in patients with crohn's disease: A randomized, double-blind, placebo-controlled pilot study"
"494",0,"Resistance during f/u not included","",NA,NA,NA,23590389,"Stop Antibiotics on guidance of Procalcitonin Study (SAPS): a randomised prospective multicenter investigator-initiated trial to analyse whether daily measurements of procalcitonin versus a standard-of-care approach can safely shorten antibiotic duration in intensive care unit patients--calculated sample size: 1816 patients"
"495",NA,NA,NA,NA,NA,NA,23611930,"Antibiotic prophylaxis for urinary tract infection after midurethral sling: A randomized controlled trial"
"496",0,"Resistance during f/u not included","",NA,NA,NA,23631512,"T.E.A. Study: three-day ertapenem versus three-day Ampicillin-Sulbactam"
"497",NA,NA,NA,NA,NA,NA,23636182,"The use of erythromycin and colistin-loaded cement in total knee arthroplasty does not reduce the incidence of infection : A prospective randomized study in 3000 knees"
"498",NA,NA,NA,NA,NA,NA,23714268,"Effects of long-term azithromycin therapy on airway oxidative stress markers in non-cystic fibrosis bronchiectasis"
"499",NA,NA,NA,NA,NA,NA,23742102,"A prospective randomised comparative parallel study of amniotic membrane wound graft in the management of diabetic foot ulcers"
"500",0,"Outcome (not clinical efficacy)","","","","",23815730,"Effects of decontamination of the digestive tract and oropharynx in intensive care unit patients on 1-year survival"
"501",0,"Resistance during f/u not included","",NA,NA,NA,23936304,"Procalcitonin guidance to reduce antibiotic treatment of lower respiratory tract infection in children and adolescents (ProPAED): a randomized controlled trial"
"502",0,"Resistance during f/u not included","",NA,NA,NA,23989106,"Short-course antibiotic treatment for community-acquired alveolar pneumonia in ambulatory children: a double-blind, randomized, placebo-controlled trial"
"503",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,23990341,"Safety and efficacy of daptomycin as first-line treatment for complicated skin and soft tissue infections in elderly patients: an open-label, multicentre, randomized phase IIIb trial"
"504",NA,NA,NA,NA,NA,NA,24022431,"Acute cholecystitis: Early versus delayed cholecystectomy, a multicenter randomized trial (ACDC Study, NCT00447304)"
"505",NA,NA,NA,NA,NA,NA,24035770,"Short versus long course of antibiotics for catheter-associated urinary tract infections in patients with spinal cord injury: A randomized controlled noninferiority trial"
"506",0,"Resistance during f/u not included","",NA,NA,NA,24086334,"A single dose of azithromycin does not improve clinical outcomes of children hospitalised with bronchiolitis: a randomised, placebo-controlled trial"
"507",NA,NA,NA,NA,NA,NA,24097128,"Efficacy of anti-inflammatory or antibiotic treatment in patients with non-complicated acute bronchitis and discoloured sputum: randomised placebo controlled trial"
"508",NA,NA,NA,NA,NA,NA,24114306,"Clinical score and rapid antigen detection test to guide antibiotic use for sore throats: randomised controlled trial of PRISM (primary care streptococcal management)"
"509",NA,NA,NA,NA,NA,NA,24135482,"Prospective randomized comparison of retroperitoneoscopic pyelolithotomy versus percutaneous nephrolithotomy for solitary large pelvic kidney stones"
"510",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,24274912,"Eradication of carbapenem-resistant Enterobacteriaceae gastrointestinal colonization with nonabsorbable oral antibiotic treatment: A prospective controlled trial"
"511",NA,NA,NA,NA,NA,NA,24439136,"Phase 3 study comparing tigecycline and ertapenem in patients with diabetic foot infections with and without osteomyelitis"
"512",1,"","Overall, the odds of carrying azithromycin-resistant bacteria were seven times greater in the azithromycin group than in the control group.","0","once per week","24 months",24461664,"Long-term azithromycin for Indigenous children with non-cystic-fibrosis bronchiectasis or chronic suppurative lung disease (Bronchiectasis Intervention Study): a multicentre, double-blind, randomised controlled trial"
"513",0,"Resistance during f/u not included","On susceptibility testing, only one of nine (11%) urine cultures showed resistance to nitrofurantoin with five (56%) specimens being susceptible and three (33%) being inconclusive. Did not say which group this patient is in","0","Duration of indwelling","3 weeks after surgery",24463669,"Oral antibiotics to prevent postoperative urinary tract infection: a randomized controlled trial"
"514",NA,NA,NA,NA,NA,NA,24549966,"Treatment of distal tibial shaft fractures by three different surgical methods: A randomized, prospective study"
"515",0,"Resistance during f/u not included","",NA,NA,NA,24554302,"Prulifloxacin vs fosfomycin for prophylaxis in female patients with recurrent UTIs: a non-inferiority trial"
"516",NA,NA,NA,NA,NA,NA,24561207,"Prospective randomized trial of ACUSEAL versus vascu-guard patching in carotid endarterectomy"
"517",0,"Resistance during f/u not included","",NA,NA,NA,24567620,"Amoxicillin for acute lower respiratory tract infection in primary care: subgroup analysis of potential high-risk groups"
"518",0,"Resistance during f/u not included","",NA,NA,NA,24574052,"Clinical and microbiological effects of levofloxacin in the treatment of chronic periodontitis: a randomized, placebo-controlled clinical trial"
"519",NA,NA,NA,NA,NA,NA,24603565,"Delayed antibiotic prescribing strategies for respiratory tract infections in primary care: pragmatic, factorial, randomised controlled trial"
"520",NA,NA,NA,NA,NA,NA,24618401,"A prospective, randomised comparative study of weekly versus biweekly application of dehydrated human amnion/chorion membrane allograft in the management of diabetic foot ulcers"
"521",1,"","Drug-resistant bacteriuma, n (%) control vs PCT 7 (15) vs 6 (13) p = 0.77","5","8","",24636266,"Procalcitonin-guided antibiotic therapy in aspiration pneumonia and an assessment of the continuation of oral intake"
"522",NA,NA,NA,NA,NA,NA,24679865,"Pilot randomized, placebo controlled trial to investigate the effect of antibiotic prophylaxis on the rate of urinary tract infection in infants with prenatal hydronephrosis"
"523",NA,NA,NA,NA,NA,NA,24679882,"Retrograde intrarenal surgery monotherapy versus shock wave lithotripsy for stones 10 to 20 mm in preschool children: A prospective, randomized study"
"524",NA,NA,NA,NA,NA,NA,24777901,"Impact of implementation of a novel antimicrobial stewardship tool on antibiotic use in nursing homes: A prospective cluster randomized control pilot study"
"525",0,"Resistance during f/u not included","",NA,NA,NA,24909499,"Tedizolid for 6 days versus linezolid for 10 days for acute bacterial skin and skin-structure infections (ESTABLISH-2): a randomised, double-blind, phase 3, non-inferiority trial"
"526",0,"Resistance during f/u not included","During ICU stay, superinfection episodes requiring antibiotics were identified in 16 (27 %) patients in the de-escalation group and six (11 %) patients in the continuation group (P = 0.03). This was related to the same bacteria in seven (44 %) of the 16 episodes in the de-escalation group and four (67 %) of the six episodes in the continuation group (P = 0.64).","NA (deescalation)","NA (deescalation)","28",25091790,"De-escalation versus continuation of empirical antimicrobial treatment in severe sepsis: a multicenter non-blinded randomized noninferiority trial"
"527",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,25130289,"A randomized trial of cefozopran versus cefepime as empirical antibiotic treatment of febrile neutropenia in pediatric cancer patients"
"528",0,"Resistance during f/u not included","",NA,NA,NA,25130297,"A randomized controlled clinical trial of levofloxacin 750 mg versus 500 mg intravenous infusion in the treatment of community-acquired pneumonia"
"529",0,"Resistance during f/u not included","",NA,NA,NA,25263498,"Single-dose compared with multiple day antibiotic prophylaxis for cesarean section in low-resource settings, a randomized controlled, noninferiority trial"
"530",1,"","","","","",25271544,"Effects of decontamination of the oropharynx and intestinal tract on antibiotic resistance in ICUs: a randomized clinical trial"
"531",0,"Resistance during f/u not included","",NA,NA,NA,25294250,"Single-dose oritavancin versus 7-10 days of vancomycin in the treatment of gram-positive acute bacterial skin and skin structure infections: the SOLO II noninferiority study"
"532",1,"","Multiresistant organisms N (%) of total isolates through study PCT vs stdcare 45/324 (14) vs 32/355 (9) p= 0.09","9","11","",25295709,"Procalcitonin algorithm in critically ill adults with undifferentiated infection or suspected sepsis. A randomized controlled trial"
"533",NA,NA,NA,NA,NA,NA,25329226,"Weekly dalbavancin was noninferior to daily vancomycin for acute bacterial skin infection in adults"
"534",NA,NA,NA,NA,NA,NA,25331236,"Antibiotic prophylaxis for transrectal prostate biopsy: a comparison of one-day and five-day regimen"
"535",0,"Resistance during f/u not included","",NA,NA,NA,25345982,"Targeting of rifamycin SV to the colon for treatment of travelers' diarrhea: a randomized, double-blind, placebo-controlled phase 3 study"
"536",0,"Resistance during f/u not included","",NA,NA,NA,25414157,"Six-week versus twelve-week antibiotic therapy for nonsurgically treated diabetic foot osteomyelitis: a multicenter open-label controlled randomized study"
"537",NA,NA,NA,NA,NA,NA,25433006,"Temocillin (6 g daily) in critically ill patients: Continuous infusion versus three times daily administration"
"538",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,25448332,"A randomized phase 2 study comparing two doses of delafloxacin with tigecycline in adults with complicated skin and skin-structure infections"
"539",NA,NA,NA,NA,NA,NA,25453872,"Randomized controlled trial of biofilm antimicrobial susceptibility testing in cystic fibrosis patients"
"540",1,"","No acquisition of microbiological resistance was reported during follow-up.","6 weeks","12 weeks","",25468170,"Antibiotic treatment for 6 weeks versus 12 weeks in patients with pyogenic vertebral osteomyelitis: an open-label, non-inferiority, randomised, controlled trial"
"541",0,"Resistance during f/u not included","",NA,NA,NA,25509895,"[Clinical efficacy of the antimicrobial drug furamag in nosocomial urinary tract infections]"
"542",NA,NA,NA,NA,NA,NA,25539586,"Ceftaroline fosamil versus ceftriaxone for the treatment of Asian patients with community-acquired pneumonia: A randomised, controlled, double-blind, phase 3, non-inferiority with nested superiority trial"
"543",NA,NA,NA,NA,NA,NA,25591488,"Utility of electrofusion for the femoral approach in vascular surgery: A randomized prospective study"
"544",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,25610505,"Quantitative culture of endotracheal aspirate and BAL fluid samples in the management of patients with ventilator-associated pneumonia: a randomized clinical trial"
"545",NA,NA,NA,NA,NA,NA,25623589,"Randomized double blind placebo-controlled study to demonstrate that antibiotics are not needed in moderate acute exacerbations of COPD - The ABACOPD Study"
"546",0,"Resistance during f/u not included","",NA,NA,NA,25658564,"Postprescription review improves in-hospital antibiotic use: a multicenter randomized controlled trial"
"547",0,"Resistance during f/u not included","",NA,NA,NA,25681965,"Evaluation of duration of antibiotic therapy in neonatal bacterial meningitis: a randomized controlled trial"
"548",NA,NA,NA,NA,NA,NA,25682579,"The use of prophylactic antibiotics in treatment of fingertip amputation: A randomized prospective trial"
"549",0,"Resistance during f/u not included","",NA,NA,NA,25733331,"Perioperative Lung Protection Provided by High-Dose Ambroxol in Patients with Lung Cancer"
"550",0,"Resistance during f/u not included","",NA,NA,NA,25760346,"Antibiotic treatment of severe exacerbations of chronic obstructive pulmonary disease with procalcitonin: a randomized noninferiority trial"
"551",NA,NA,NA,NA,NA,NA,25785967,"Clindamycin versus trimethoprim-sulfamethoxazole for uncomplicated skin infections"
"552",NA,NA,NA,NA,NA,NA,25803626,"Perioperative synbiotics decrease postoperative complications in periampullary neoplasms: a randomized, double-blind clinical trial"
"553",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,25835116,"The efficacy and the immunomodulatory effect of rifaximin in prophylaxis of spontaneous bacterial peritonitis in cirrhotic Egyptian patients"
"554",NA,NA,NA,NA,NA,NA,25841891,"Safety and efficacy of alternative antibiotic regimens compared with 7 day injectable procaine benzylpenicillin and gentamicin for outpatient treatment of neonates and young infants with clinical signs of severe infection when referral is not possible: A randomised, open-label, equivalence trial"
"555",NA,NA,NA,NA,NA,NA,25842221,"Simplified antibiotic regimens compared with injectable procaine benzylpenicillin plus gentamicin for treatment of neonates and young infants with clinical signs of possible serious bacterial infection when referral is not possible: A randomised, open-label, equivalence trial"
"556",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,25851059,"Efficacy of 1% acetic acid in the treatment of chronic wounds infected with Pseudomonas aeruginosa: prospective randomised controlled clinical trial"
"557",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,25888180,"A cluster randomized trial for the implementation of an antibiotic checklist based on validated quality indicators: the AB-checklist"
"558",0,"Resistance during f/u not included","",NA,NA,NA,25912854,"Antibiotic Treatment and Surgery for Acute Hematogenous Calcaneal Osteomyelitis of Childhood"
"559",0,"Resistance during f/u not included","",NA,NA,NA,25934044,"Procalcitonin and pyuria-based algorithm reduces antibiotic use in urinary tract infections: a randomized controlled trial"
"560",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,25959848,"Improved sepsis bundles in the treatment of septic shock: a prospective clinical study"
"561",1,"","No significant between-group differences were found with respect to the rates of extraabdominal infection, Clostridium difficile infection, or secondary infections with resistant pathogens (A resistant pathogen was defined as methicillin-resistant Staphylococcus aureus, any vancomycin-resistant enterococcus species, or a gram-negative organism that was resistant to all members of a major class of antimicrobial agents.)","4","8","",25992746,"Trial of short-course antimicrobial therapy for intraabdominal infection"
"562",0,"Resistance during f/u not included","",NA,NA,NA,26085531,"Appropriateness of Twenty-four-Hour Antibiotic Prophylaxis After Spinal Surgery in Which a Drain Is Utilized: A Prospective Randomized Study"
"563",NA,NA,NA,NA,NA,NA,26114347,"The efficacy of prophylactic antibiotics in the management of children with kerosene-associated pneumonitis: A double-blind randomised controlled trial"
"564",NA,NA,NA,NA,NA,NA,26125945,"Orally Administered Trimethoprim-Sulfamethoxazole and Metronidazole as Infection Prophylaxis in Elective Colorectal Surgery"
"565",0,"Resistance during f/u not included","",NA,NA,NA,26197846,"Randomized Trial of Rapid Multiplex Polymerase Chain Reaction-Based Blood Culture Identification and Susceptibility Testing"
"566",0,"Resistance during f/u not included","",NA,NA,NA,26248828,"Can We Stop Antibiotic Therapy When Signs and Symptoms Have Resolved in Diabetic Foot Infection Patients?"
"567",NA,NA,NA,NA,NA,NA,26262568,"Comparison of Tension-Band Wiring With the Cable Pin System in Patella Fractures: A Randomized Prospective Study"
"568",0,"Study design (not RCT)","",NA,NA,NA,26269563,"DNA Methylation Predicts Progression of Human Gastric Lesions"
"569",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,26270469,"Efficacy of sodium hypochlorite (bleach) baths to reduce Staphylococcus aureus colonization in childhood onset moderate-to-severe eczema: A randomized, placebo-controlled cross-over trial"
"570",0,"Resistance during f/u not included","",NA,NA,NA,26288467,"Comparative evaluation of 2 g single dose versus conventional dose azithromycin in uncomplicated skin and skin structure infections"
"571",NA,NA,NA,NA,NA,NA,26340658,"Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis"
"572",0,"Resistance during f/u not included","",NA,NA,NA,26349552,"Combination of Vancomycin and β-Lactam Therapy for Methicillin-Resistant Staphylococcus aureus Bacteremia: A Pilot Multicenter Randomized Controlled Trial"
"573",0,"Study design (not RCT)","","","","",26448616,"Antibiotic-Induced Within-Host Resistance Development of Gram-Negative Bacteria in Patients Receiving Selective Decontamination or Standard Care"
"574",NA,NA,NA,NA,NA,NA,26541522,"Amoxicillin for clinically unsuspected pneumonia in primary care: Subgroup analysis"
"575",NA,NA,NA,NA,NA,NA,26611777,"A Randomized Clinical Trial of Single-Dose Versus Weekly Dalbavancin for Treatment of Acute Bacterial Skin and Skin Structure Infection"
"576",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,26612093,"A clinical evaluation of efficacy and safety of cefepime monotherapy versus piperacillin-tazobactam in patients of paediatric age group with febrile neutropenia in a tertiary care centre of north India"
"577",0,"Resistance during f/u not included","","","","",26637580,"Long-term postoperative azithromycin in patients with chronic rhinosinusitis: A randomized clinical trial"
"578",0,"Resistance during f/u not included","",NA,NA,NA,26695667,"[Value of serum procalcitonin for the guidance of antibiotic therapy in children with lower respiratory tract infection]"
"579",NA,NA,NA,NA,NA,NA,26698878,"Ibuprofen versus fosfomycin for uncomplicated urinary tract infection in women: Randomised controlled trial"
"580",0,"Resistance during f/u not included","",NA,NA,NA,26704020,"Azithromycin for episodes with asthma-like symptoms in young children aged 1-3 years: a randomised, double-blind, placebo-controlled trial"
"581",0,"Resistance during f/u not included","",NA,NA,NA,26719947,"Prescription Strategies in Acute Uncomplicated Respiratory Infections: A Randomized Clinical Trial"
"582",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,26732807,"Syndrome Evaluation System (SES) versus Blood Culture (BACTEC) in the Diagnosis and Management of Neonatal Sepsis--A Randomized Controlled Trial"
"583",0,"Resistance during f/u not included","",NA,NA,NA,26847071,"Role of oral Minocycline in acute encephalitis syndrome in India - a randomized controlled trial"
"584",NA,NA,NA,NA,NA,NA,26852040,"A phase 3, multi-center, multinational, randomized, double-blind, placebo-controlled study to evaluate the efficacy and safety of levofloxacin inhalation solution (APT-1026) in stable cystic fibrosis patients"
"585",1,"","Surgical site infection with resistant pathogen, n (%) 0 vs 2 (p5.2), Recurrent intra-abdominal infection with resistant pathogen, n (%) 1 vs 0 p 0.4","4","10","",26920994,"Patients with Complicated Intra-Abdominal Infection Presenting with Sepsis Do Not Require Longer Duration of Antimicrobial Therapy"
"586",0,"Resistance during f/u not included","",NA,NA,NA,26945767,"Efficacy of postoperative antibiotic injection in and around ventriculoperitoneal shunt in reduction of shunt infection: A randomized controlled trial"
"587",0,"Resistance during f/u not included","we did not collect data for antibiotic resistance and, therefore, we are unaware of the appropriateness of the empirical antibiotic strategy",NA,NA,NA,26947523,"Efficacy and safety of procalcitonin guidance in reducing the duration of antibiotic treatment in critically ill patients: a randomised, controlled, open-label trial"
"588",1,"","Recurrent intra-abdominal infection with resistant pathogen control 3(5.3%) vs experiment 0 p = 0.084","4.3","6.8","30 days or 1 year (if implant left in place)",26953758,"Percutaneously drained intra-abdominal infections do not require longer duration of antimicrobial therapy"
"589",0,"Resistance during f/u not included","",NA,NA,NA,26968881,"Metronidazole in conjunction with penicillin neither prevents recurrence nor enhances recovery from peritonsillar abscess when compared with penicillin alone: a prospective, double-blind, randomized, placebo-controlled trial"
"590",NA,NA,NA,NA,NA,NA,27025829,"A Randomized Trial of Clindamycin Versus Trimethoprim-sulfamethoxazole for Uncomplicated Wound Infection"
"591",NA,NA,NA,NA,NA,NA,27029689,"Oral azithromycin for acute episodic airway symptoms in young children"
"592",NA,NA,NA,NA,NA,NA,27055257,"A New Approach to the Treatment of Uncomplicated Cystitis: Results of a Randomized Placebo-Controlled Clinical Trial"
"593",0,"Resistance during f/u not included","",NA,NA,NA,27062334,"Prospective open-label randomized comparative, non-inferiority study of two initial antibiotic strategies for patients with nursing- and healthcare-associated pneumonia: Guideline-concordant therapy versus empiric therapy"
"594",0,"Resistance during f/u not included","",NA,NA,NA,27078119,"A Multicenter, Randomized, Observer-blinded, Active-controlled Study Evaluating the Safety and Effectiveness of Ceftaroline Compared With Ceftriaxone Plus Vancomycin in Pediatric Patients With Complicated Community-acquired Bacterial Pneumonia"
"595",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,27093162,"A Randomized, Prospective Study of Pediatric Patients With Community-acquired Pneumonia Treated With Ceftaroline Versus Ceftriaxone"
"596",NA,NA,NA,NA,NA,NA,27106640,"Are Prophylactic Postoperative Antibiotics Necessary for Immediate Breast Reconstruction? Results of a Prospective Randomized Clinical Trial"
"597",NA,NA,NA,NA,NA,NA,27289276,"Anatomic Double-Bundle Anterior Cruciate Ligament Reconstruction With a Hamstring Tendon Autograft and Fresh-Frozen Allograft: A Prospective, Randomized, and Controlled Study"
"598",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,27313268,"Ceftazidime-avibactam Versus Doripenem for the Treatment of Complicated Urinary Tract Infections, Including Acute Pyelonephritis: RECAPTURE, a Phase 3 Randomized Trial Program"
"599",0,"Resistance during f/u not included","",NA,NA,NA,27382274,"Point-of-care procalcitonin test to reduce antibiotic exposure in patients hospitalized with acute exacerbation of COPD"
"600",0,"Resistance during f/u not included","",NA,NA,NA,27455166,"Duration of Antibiotic Treatment in Community-Acquired Pneumonia: A Multicenter Randomized Clinical Trial"
"601",0,"Resistance during f/u not included","",NA,NA,NA,27492064,"Unblinded randomized control trial on prophylactic antibiotic use in gustilo II open tibia fractures at Kenyatta National Hospital, Kenya"
"602",0,"Resistance during f/u not included","",NA,NA,NA,27524103,"Short- versus long-duration levofloxacin plus rifampicin for acute staphylococcal prosthetic joint infection managed with implant retention: a randomised clinical trial"
"603",NA,NA,NA,NA,NA,NA,27525699,"Comparison of cotrimoxazole vs. second-generation cephalosporins for prevention of urinary tract infections in children"
"604",NA,NA,NA,NA,NA,NA,27528177,"Repeat Treatment With Rifaximin Is Safe and Effective in Patients With Diarrhea-Predominant Irritable Bowel Syndrome"
"605",NA,NA,NA,NA,NA,NA,27600290,"The effect of diabetes mellitus on outcomes of patients with nosocomial pneumonia caused by methicillin-resistant Staphylococcus aureus: Data from a prospective double-blind clinical trial comparing treatment with linezolid versus vancomycin"
"606",NA,NA,NA,NA,NA,NA,27653939,"Azithromycin for acute exacerbations of asthma: The AZALEA randomized clinical trial"
"607",0,"Resistance during f/u not included","",NA,NA,NA,27759623,"Duration of Antimicrobial Prophylaxis in Patients Undergoing Major Hepatectomy With Extrahepatic Bile Duct Resection: A Randomized Controlled Trial"
"608",0,"Resistance during f/u not included","",NA,NA,NA,27789268,"Prevalence of Surgical Site Infections Following Orthognathic Surgery: A Double-Blind, Randomized Controlled Trial on a 3-Day Versus 1-Day Postoperative Antibiotic Regimen"
"609",0,"Resistance during f/u not included","",NA,NA,NA,27893820,"Azithromycin vs. Placebo for the Clinical Outcome in Campylobacter concisus Diarrhoea in Adults: A Randomized, Double-Blinded, Placebo-Controlled Clinical Trial"
"610",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,27918382,"Conventional Versus Prolonged Infusion of Meropenem in Neonates With Gram-negative Late-onset Sepsis: A Randomized Controlled Trial"
"611",NA,NA,NA,NA,NA,NA,27974169,"Antibiotics-First Versus Surgery for Appendicitis: A US Pilot Randomized Controlled Trial Allowing Outpatient Antibiotic Management"
"612",0,"Resistance during f/u not included","",NA,NA,NA,27987397,"Prophylactic versus clinically-driven antibiotics in comatose survivors of out-of-hospital cardiac arrest-A randomized pilot study"
"613",1,"","Colonization with susceptible strains and nonsusceptible strains of Haemophilus influenzae remained relatively unchanged throughout. These findings were also reflected in both the simple and conditional odds ratios — the latter of which may serve as a measure of community-wide effects of antimicrobial treatment on resistance13 — which did not differ significantly between the two treatment groups.","5","10","14",28002709,"Shortened Antimicrobial Treatment for Acute Otitis Media in Young Children"
"614",NA,NA,NA,NA,NA,NA,28076247,"5-Day versus 10-day course of fluoroquinolones in outpatient males with a urinary tract infection (UTI)"
"615",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,28161927,"Optimal Duration for the Use of 0.5% LevofloxacinEye Drops Before Vitreoretinal Surgery"
"616",NA,NA,NA,NA,NA,NA,28219190,"Efficacy and safety of procalcitonin guidance in reducing the duration of antibiotic treatment of sepsis patients"
"617",NA,NA,NA,NA,NA,NA,28219588,"Early Removal of Double-J Stents Decreases Urinary Tract Infections in Living Donor Renal Transplantation: A Prospective, Randomized Clinical Trial"
"618",0,"Intervention (not antibiotics or duration)","",NA,NA,NA,28263245,"The Treatment of Possible Severe Infection in Infants: An Open Randomized Safety Trial of Parenteral Benzylpenicillin and Gentamicin Versus Ceftriaxone in Infants <60 days of Age in Malawi"
"619",NA,NA,NA,NA,NA,NA,28274772,"A double-blind randomized controlled trial of ibuprofen compared to placebo for uncomplicated cellulitis of the upper or lower limb"
"620",NA,NA,NA,NA,NA,NA,28283830,"Is 5 days of oral fluoroquinolone enough for acute uncomplicated pyelonephritis? The DTP randomized trial"
"621",NA,NA,NA,NA,NA,NA,28314743,"Adjunctive clindamycin for cellulitis: A clinical trial comparing flucloxacillin with or without clindamycin for the treatment of limb cellulitis"
"622",0,"Resistance during f/u not included","",NA,NA,NA,28366170,"Treatment duration of febrile urinary tract infection: a pragmatic randomized, double-blind, placebo-controlled non-inferiority trial in men and women"
"623",0,"Resistance during f/u not included","",NA,NA,NA,28398692,"Seven versus 10 days antibiotic therapy for culture-proven neonatal sepsis: A randomised controlled trial"
"624",NA,NA,NA,NA,NA,NA,28477440,"Association between long-lasting intravitreous fluocinolone acetonide implant vs systemic anti-inflammatory therapy and visual acuity at 7 years among patients with intermediate, posterior, or panuveitis"
"625",NA,NA,NA,NA,NA,NA,28495619,"The RESPIRE trials: Two phase III, randomized, multicentre, placebo-controlled trials of Ciprofloxacin Dry Powder for Inhalation (Ciprofloxacin DPI) in non-cystic fibrosis bronchiectasis"
"626",0,"Study design (not RCT)","",NA,NA,NA,28501668,"Response Adjusted for Days of Antibiotic Risk (RADAR): evaluation of a novel method to compare strategies to optimize antibiotic use"
"627",NA,NA,NA,NA,NA,NA,28594680,"Antibiotic therapy in comatose mechanically ventilated patients following aspiration: Differentiating pneumonia from pneumonitis"
"628",0,"Resistance during f/u not included","",NA,NA,NA,28624819,"A Randomized Trial of Antimicrobial Prophylaxis in Patients Undergoing Medical Thoracoscopy (APT)"
"629",NA,NA,NA,NA,NA,NA,28625021,"Antibiotic prophylaxis for elective hysterectomy"
