"","PMID","PUI","Title"
"2911",21494123,"L51377319","Randomized controlled trial comparing single-port laparoscopic cholecystectomy and four-port laparoscopic cholecystectomy"
"2912",21259031,"L51244466","Prospective randomized evaluation of prophylactic antibiotic usage in patients undergoing tension free inguinal hernioplasty"
"2913",21398150,"L51316820","Risk factors and outcomes of surgical site infection in children"
"2915",21498386,"L361665202","Randomized, placebo-controlled phase 2 trial of a lactobacillus crispatus probiotic given intravaginally for prevention of recurrent urinary tract infection"
"2916",19889174,"L361608978","Voriconazole serum concentrations in prophylactically treated acute myelogenous leukaemia patients"
"2917",21413829,"L361690283","Comparison of sulbactam-cefoperazone with carbapenems as empirical monotherapy for febrile neutropenic children with lymphoma and solid tumors"
"2919",20864609,"L361731011","Linezolid vs glycopeptide antibiotics for the treatment of suspected methicillin-resistant Staphylococcus aureus nosocomial pneumonia: A meta-analysis of randomized controlled trials"
"2920",21208648,"L51213874","The use of penile skin graft versus penile skin flap in the repair of long bulbo-penile urethral stricture: A prospective randomized study"
"2926",20605477,"L50936797","Mandibular nerve block can improve intraoperative inferior alveolar nerve visualization during sagittal split mandibular osteotomy"
"2927",21200319,"L51215322","A novel antimicrobial and antithrombotic lock solution for hemodialysis catheters: A multi-center, controlled, randomized trial"
"2928",21207091,"L51216409","Evaluation of Helicobacter pylori eradication by triple therapy plus Lactobacillus acidophilus compared to triple therapy alone"
"2929",21439514,"L51306683","Efficacy and safety of tigecycline monotherapy compared with vancomycin-aztreonam in the treatment of complicated skin and skin structure infections in patients from India and Taiwan"
"2932",21415104,"L361523283","Randomised trial of glutamine, selenium, or both, to supplement parenteral nutrition for critically ill patients"
"2933",21428765,"L361522939","Tiotropium versus salmeterol for the prevention of exacerbations of COPD"
"2934",21518561,"L361419432","Effect and cost of perioperative use of antibiotics in coronary artery bypass grafting: A randomized controlled study"
"2940",20712425,"L361110002","Comparative study of Misgav-Ladach and Pfannenstiel-Kerr cesarean techniques: A randomized controlled trial"
"2942",21281234,"L361214319","Design issues in a randomized controlled trial of a pre-emptive versus empiric antifungal strategy for invasive aspergillosis in patients with high-risk hematologic malignancies"
"2943",20544245,"L50950894","A long-term prospective randomized controlled study of non-specific interstitial pneumonia (NSIP) treatment in scleroderma"
"2945",20848523,"L360156898","Risk-benefit analysis of adalimumab versus traditional non-biologic therapies for patients with Crohn's disease"
"2954",21215445,"L51217344","High-dose vitamin D(3) during intensive-phase antimicrobial treatment of pulmonary tuberculosis: A double-blind randomised controlled trial"
"2958",21696732,"L51484826","Comparison of single-dose and multiple-dose antibiotics for lower urinary tract infection in pregnancy"
"2965",20920186,"L51092249","Zinc and vitamin A supplementation fails to reduce sputum conversion time in severely malnourished pulmonary tuberculosis patients in Indonesia"
"2966",20882526,"L359841397","Prophylactic antibiotics for the prevention of neutropenic fever in patients undergoing autologous stem-cell transplantation: Results of a single institution, randomized phase 2 trial"
"2969",20838049,"L51071368","Temporary percutaneous gastric electrical stimulation: A novel technique tested in patients with non-established indications for gastric electrical stimulation"
"2971",20937045,"L359672949","Clinical trial: The combination of rifaximin with partially hydrolysed guar gum is more effective than rifaximin alone in eradicating small intestinal bacterial overgrowth"
"2973",20940383,"L359760717","Buprenorphine implants for treatment of opioid dependence: A randomized controlled trial"
"2975",20729233,"L359669686","Controlled trial of cycled antibiotic prophylaxis to prevent initial Pseudomonas aeruginosa infection in children with cystic fibrosis"
"2976",20883428,"L359674297","Comparison of the efficacy of triple versus quadruple therapy on the eradication of Helicobacter pylori and antibiotic resistance"
"2978",20094818,"L50774442","Use of the PlasmaJet® system in patients undergoing abdominal lipectomy following massive weight loss: A randomized controlled trial"
"2980",20547795,"L359442451","New fixed-dose artesunate-mefloquine formulation against multidrug-resistant Plasmodium falciparum in adults: A comparative phase IIb safety and pharmacokinetic study with standard-dose nonfixed artesunate plus mefloquine"
"2981",20816153,"L359476755","Randomized controlled trial of wound complication rates of subcuticular suture vs staples for skin closure at cesarean delivery"
"2982",20185423,"L359526193","Procalcitonin guidance and reduction of antibiotic use in acute respiratory tract infection"
"2983",20931422,"L359718191","Efficacy of probiotics in Helicobacter pylori eradication therapy"
"2987",20687081,"L359407948","Antibiotic therapy for Shigella dysentery."
"2989",20614437,"L359331272","Interventions for replacing missing teeth: antibiotics at dental implant placement to prevent complications."
"2991",20556757,"L359244609","Interventions for cellulitis and erysipelas."
"2992",20547079,"L360020056","Comparison of 980 nm Laser and Bare-tip Fibre with 1470 nm Laser and Radial Fibre in the Treatment of Great Saphenous Vein Varicosities: A Prospective Randomised Clinical Trial"
"2993",20620377,"L358991434","A prospective, randomized trial comparing BioGlue and Vivostat for the control of alveolar air leak"
"2994",20173715,"L359168641","Efficacy and safety comparison of two amoxicillin administration schedules after third molar removal. A randomized, double-blind and controlled clinical trial"
"2996",20338667,"L50845499","Clinical relevance of surgical site infection as defined by the criteria of the Centers for Disease Control and Prevention"
"2997",20417012,"L50881557","Comparison of 3-Dimensional and Standard Miniplate Fixation in the Management of Mandibular Fractures"
"2998",20455694,"L358921187","Treatment of infectious mastitis during lactation: Antibiotics versus oral administration of lactobacilli isolated from breast milk"
"3002",20054285,"L358740057","Sequential therapy for helicobacter pylori eradication: A critical review"
"3003",20427390,"L358743108","Levofloxacin-based and clarithromycin-based triple therapies as first-line and second-line treatments for Helicobacter pylori infection: A randomised comparative trial with crossover design"
"3004",20194448,"L358756372","Efficacy and safety of retreatment in patients with rheumatoid arthritis with previous inadequate response to tumor necrosis factor inhibitors: Results from the SUNRISE trial"
"3006",20544135,"L359017507","Prevention of catheter-related infection; usefulness and cost-effectiveness of antiseptic catheters in children"
"3007",20133929,"L359858037","Efficacy of corticosteroids in community-acquired pneumonia: A randomized double-blinded clinical trial"
"3008",20021703,"L50740086","The effect of a multispecies probiotic on the composition of the faecal microbiota and bowel habits in chronic obstructive pulmonary disease patients treated with antibiotics"
"3009",20096647,"L50772214","Prospective randomized controlled trial comparing 2 versions of laparoscopic ileal interposition associated with sleeve gastrectomy for patients with type 2 diabetes with BMI 2134 kg/m(2)"
"3010",20238310,"L358680181","Antibiotic prophylaxis for surgery for proximal femoral and other closed long bone fractures."
"3011",20238325,"L358680196","Washout policies in long-term indwelling urinary catheterisation in adults."
"3014",20205606,"L358518682","The sequential therapy regimen for Helicobacter pylori eradication"
"3018",20646352,"L359313367","Effectiveness of a propolis and zinc solution in preventing acute otitis media in children with a history of recurrent acute otitis media"
"3020",19962270,"L50724754","Vertical or Transverse Incisions for Access to the Femoral Artery: A Randomized Control Study"
"3021",20195673,"L50819118","Low-dose β-lactam plus amikacin in febrile neutropenia: Cefepime vs. piperacillin/tazobactam, a randomized trial"
"3022",20335583,"L358539275","Rifaximin treatment in hepatic encephalopathy"
"3024",20233428,"L361072205","Effect of dexmedetomidine versus lorazepam on outcome in patients with sepsis: An a priori-designed analysis of the MENDS randomized controlled trial"
"3025",20074264,"L358270915","Short-term recovery after subtotal and total abdominal hysterectomy - A randomised clinical trial"
"3026",20412178,"L358395104","Prevention of travelers' diarrhea with rifaximin in US travelers to Mexico"
"3027",20118767,"L358447507","Prevention of tuberculosis in Bacille Calmette-Guérin-primed, HIV-infected adults boosted with an inactivated whole-cell mycobacterial vaccine"
"3028",20207879,"L358507970","Clinical efficacy comparison of Saccharomyces boulardii and yogurt fluid in acute non-bloody diarrhea in children: A randomized, controlled, open label study"
"3029",20231896,"L358567660","A randomized controlled trial of local heat therapy versus intravenous sodium stibogluconate for the treatment of cutaneous Leishmania major infection"
"3032",20032964,"L50744712","Long-term study of mycophenolate mofetil treatment in IgA nephropathy"
"3036",20067425,"L358220105","Long-term antibiotic treatment for Crohn's disease: Systematic review and meta-analysis of placebo-controlled trials"
"3040",19707760,"L50624092","Correction accuracy and collateral laxity in open versus closed wedge high tibial osteotomy. A one-year randomised controlled study"
"3043",19875685,"L358168539","Antibiotics in addition to systemic corticosteroids for acute exacerbations of chronic obstructive pulmonary disease"
"3044",20014118,"L358225244","Minocycline 1-year therapy in multiple-system-atrophy: Effect on clinical symptoms and [(11)C] (R)-PK11195 PET (MEMSA-trial)"
"3045",20356486,"L366316854","Levofloxacin-based triple therapy for first-line Helicobacter pylori eradication treatment: a multi-central, randomized, controlled clinical study"
"3046",19804842,"L355794746","Sequential and Concomitant Therapy With Four Drugs Is Equally Effective for Eradication of H pylori Infection"
"3047",19661804,"L358126542","Phase 2 trial of eritoran tetrasodium (E5564), a Toll-like receptor 4 antagonist, in patients with severe sepsis"
"3051",20620320,"L359053917","A complete course of intravenous antibiotics vs a combination of intravenous and oral antibiotics for perforated appendicitis in children: a prospective, randomized trial"
"3055",21209531,"L359954656","Comparison of single versus multiple doses of antibiotic prophylaxis in reducing post-elective caesarean section infectious morbidity"
"3056",20585757,"L360148517","Prospective randomized trial comparing synthetic vs biological out-in transobturator tape: A mean 3-year follow-up study"
"3057",19944891,"L50447039","Azithromycin extended release vs amoxicillin/clavulanate: symptom resolution in acute sinusitis"
"3059",20234330,"L50921015","Acute lobar nephronia is associated with a high incidence of renal scarring in childhood urinary tract infections"
"3063",20016232,"L358091094","The effect of biweekly CHOP and standard CHOP in different subgroups of diffuse large B-cell lymphoma"
"3064",19844205,"L50677727","Sequential therapy or triple therapy for helicobacter pylori infection: Systematic review and meta-analysis of randomized controlled trials in adults and children"
"3065",19160191,"L355250944","Antimicrobial prophylaxis for colorectal surgery"
"3067",19805679,"L358426429","Laparoscopy compared with laparotomy for comprehensive surgical staging of uterine cancer: Gynecologic Oncology Group Study LAP2"
"3068",19805674,"L358426443","Phase II study of alemtuzumab in combination with pentostatin in patients with T-cell neoplasms"
"3069",19814699,"L355616336","The effects of tolterodine extended release and alfuzosin for the treatment of double-j stent-related symptoms"
"3070",19888243,"L355793678","Was it really an ""ugly"" meta-analysis?"
"3071",19954682,"L358154977","Antiviral drugs for the treatment of influenza: A systematic review and economic evaluation"
"3072",19939335,"L358154979","A prospective randomised controlled trial and economic modelling of antimicrobial silver dressings versus non-adherent control dressings for venous leg ulcers: The VULCAN trial"
"3073",19864673,"L355531864","Antibiotic prophylaxis and recurrent urinary tract infection in children"
"3074",19370635,"L355267340","Antistaphylococcal immunoglobulins to prevent staphylococcal infection in very low birth weight infants"
"3075",19370568,"L355267476","Nebulised hypertonic saline for cystic fibrosis"
"3076",19644045,"L355406686","Efficacy and tolerability of budesonide/formoterol added to tiotropium in patients with chronic obstructive pulmonary disease"
"3077",19739972,"L355418795","Hospital and societal costs of antimicrobial-resistant infections in a chicago teaching hospital: implications for antibiotic stewardship"
"3079",19577352,"L50568156","Recurrent and Relapsing Peritonitis: Causative Organisms and Response to Treatment"
"3082",19752296,"L355296277","Preventive antibiotics for infections in acute stroke: A systematic review and meta-analysis"
"3083",19179052,"L50405258","Probiotics for the prevention of respiratory tract infections: a systematic review"
"3084",19666987,"L355178655","Neuraminidase inhibitors for treatment and prophylaxis of influenza in children: Systematic review and meta-analysis of randomised controlled trials"
"3087",19628879,"L355026166","Short versus long duration of antibiotic therapy for bacterial meningitis: A meta-analysis of randomised controlled trials in children"
"3093",19501409,"L50538984","A Prospective Randomized Evaluation of Topical Gatifloxacin on Conjunctival Flora in Patients Undergoing Intravitreal Injections"
"3094",19620164,"L354977428","Meta-analysis: Can Helicobacter pylori eradication treatment reduce the risk for gastric cancer?"
"3095",19595348,"L354850489","Probiotics and prebiotics for severe acute malnutrition (PRONUT study): a double-blind efficacy randomised controlled trial in Malawi"
"3096",19458303,"L354795094","The honeypot study protocol: A randomized controlled trial of exit-site application of medihoney antibacterial wound gel for the prevention of catheter-associated infections in peritoneal dialysis patients"
"3097",19438472,"L354721490","Randomized placebo-controlled trial of granulocyte colony stimulating factor (G-CSF) as supportive care after induction chemotherapy in adult patients with acute myeloid leukaemia: A study of the United Kingdom Medical Research Council Adult Leukaemia Working Party"
"3098",19414572,"L354863158","Multicenter, randomized study of the efficacy and safety of intravenous iclaprim in complicated skin and skin structure infections"
"3100",19474657,"L358014441","Triple or quadruple tetracycline-based therapies versus standard triple treatment for helicobacter pylori treatment"
"3102",19494215,"L354692573","The diarylquinoline TMC207 for multidrug-resistant tuberculosis"
"3104",19478295,"L354783419","Naltrexone implants after in-patient treatment for opioid dependence: Randomised controlled trial"
"3105",19326107,"L355102501","Does the use of probiotics/synbiotics prevent postoperative infections in patients undergoing abdominal surgery? A meta-analysis of randomized controlled trials."
"3106",19451574,"L354651524","Pulse versus daily oral cyclophosphamide for induction of remission in antineutrophil cytoplasmic antibody-associated vasculitis: A randomized trial"
"3108",19358184,"L354594992","Randomized clinical trial of antibiotic therapy versus appendicectomy as primary treatment of acute appendicitis in unselected patients"
"3109",19420195,"L354622226","Efficacy and safety of inhaled aztreonam lysine for airway pseudomonas in cystic fibrosis"
"3111",19384201,"L354909237","A systematic review on clinical benefits of continuous administration of β-lactam antibiotics"
"3112",19621660,"L354994007","Determinants of postoperative infection after laparoscopic cholecystectomy"
"3114",19298338,"L354298735","Meta-analysis: Four-drug, three-antibiotic, non-bismuth-containing ""concomitant therapy"" versus triple therapy for helicobacter pylori eradication"
"3116",19505384,"L354911392","Aerosolantibiotic therapy in children with chronic upper airway infections: A potential alternative to surgery"
"3117",19330931,"L354954991","Randomized, double-blind, placebo-controlled trial: Effect of lactobacillus GG supplementation on helicobacter pylori eradication rates and side effects during treatment in children"
"3119",19346879,"L354985400","Piperacillin/tazobactam plus ceftazidime versus sulbactam/ampicillin plus aztreonam as empirical therapy for fever in severely neutropenic pediatric patients"
"3120",19339558,"L355412111","Functional outcome and range of motion of high-flexion posterior cruciate-retaining and high-flexion posterior cruciate-substituting total knee prostheses: A prospective, randomized study"
"3123",18991182,"L354265448","Pivmecillinam versus sulfamethizole for short-term treatment of uncomplicated acute cystitis in general practice: A randomized controlled trial"
"3127",18818954,"L50283576","Ceftibuten versus trimethoprim-sulfamethoxazole for oral treatment of febrile urinary tract infection in children"
"3128",19230048,"L354689160","Furazolidone, amoxicillin, bismuth and rabeprazole quadruple rescue therapy for the eradication of Helicobacter pylori"
"3129",19139433,"L354226271","Phase II trial of the combination of bevacizumab and erlotinib in patients who have advanced hepatocellular carcinoma"
"3130",19042940,"L354110021","Cranberry or trimethoprim for the prevention of recurrent urinary tract infections? A randomized controlled trial in older women"
"3133",19123867,"L354108634","New therapies for hepatitis C virus infection"
"3137",19072714,"L354108655","Complicated skin and skin-structure infections and catheter-related bloodstream infections: Noninferiority of linezolid in a phase 3 study"
"3138",19028932,"L354177681","Energy absorption is reduced with oleic acid supplements in human short bowel syndrome"
"3139",19009225,"L354183621","Postoperative urinary outcomes in catheterized and non-catheterized patients undergoing laparoscopic-assisted vaginal hysterectomy - A randomized controlled trial"
"3141",19582386,"L354926874","Comparative results of two techniques to treat stress urinary incontinence: Synthetic transobturator and aponeurotic slings"
"3142",19390280,"L355030224","Assessment of strangulated content of the spontaneously reduced inguinal hernia via hernia sac laparoscopy: Preliminary results of a prospective randomized study"
"3144",19821262,"L358528355","Antibiotic prophylaxis to reduce respiratory tract infections and mortality in adults receiving intensive care"
"3146",19028044,"L50340551","Dexamethasone minimizes the risk of cranial nerve injury during CEA"
"3148",19109870,"L354400708","Adverse events with bismuth salts for Helicobacter pylori eradication: Systematic review and meta-analysis"
"3149",19063731,"L354327691","The INIS Study. International Neonatal Immunotherapy Study: Non-specific intravenous immunoglobulin therapy for suspected or proven neonatal sepsis: An international, placebo controlled, multicentre randomised trial"
"3151",18646074,"L352583908","Antibiotic duration for treating uncomplicated, symptomatic lower urinary tract infections in elderly women"
"3152",18646082,"L352583995","Home intravenous antibiotics for cystic fibrosis"
"3153",19166421,"L352663344","Evaluation of two triple-therapy regimens with metronidazole or clarithromycin for the eradication of H. pylori infection in Vietnamese children: A randomized, double-blind clinical trial"
"3157",19017442,"L354013721","Preventive chemotherapy. Where has it got us? Where to go next?"
"3161",19098657,"L354735924","Routine administration of antibiotics to patients suffering accidental gallbladder perforation during laparoscopic cholecystectomy is not necessary"
"3162",19032124,"L354797262","Early switch to oral versus intravenous antimicrobial treatment for hospitalized patients with acute pyelonephritis: A systematic review of randomized controlled trials"
"3166",18465244,"L50142597","Moxifloxacine plus amoxicillin and ranitidine bismuth citrate or esomeprazole triple therapies for Helicobacter pylori infection"
"3168",18622420,"L50207229","Factors influencing catheter-related infections in the Dutch multicenter study on high-dose chemotherapy followed by peripheral SCT in high-risk breast cancer patients"
"3170",18937610,"L352728562","Comparative evaluation of efficacy and safety of cefotaxime-sulbactam with amoxicillin-clavulanic acid in children with lower respiratory tract infections"
"3171",19127796,"L352774450","Antibiotic prophylaxis for orthognathic surgery: A prospective, comparative, randomized study between amoxicillin-clavulanic acid and penicillin"
"3174",18836213,"L352495191","A 4-year trial of tiotropium in chronic obstructive pulmonary disease"
"3177",19014841,"L352678117","Short- versus long-course antibiotic therapy for acute pyelonephritis in adolescents and adults: A meta-analysis of randomized controlled trials"
"3180",17953950,"L352325522","Strategies to minimize discomfort during diagnostic hysterosalpingography with disposable balloon catheters: a randomized placebo-controlled study with oral nonsteroidal premedication"
"3181",18773341,"L352327554","Prospective randomized trial comparing the direct method using a 24 Fr bumper-button-type device with the pull method for percutaneous endoscopic gastrostomy"
"3182",18757651,"L354695855","High-concentration supplemental perioperative oxygen to reduce the incidence of postcesarean surgical site infection: A randomized controlled trial"
"3183",18784586,"L354894825","Intramedullary fixation of failed plated femoral diaphyseal fractures: Are bone grafts necessary?"
"3185",18401350,"L352109477","Prophylactic antibiotics in the prevention of catheter-associated bloodstream bacterial infection in preterm neonates: A systematic review"
"3187",18665934,"L354462707","The effects of probiotics on PPI-triple therapy for helicobacter pylori eradication"
"3188",19128589,"L354463496","Vestibular system in infants after systemic therapy with amikacin"
"3190",18664777,"L354902439","Positive-end expiratory pressure reduces incidence of ventilator-associated pneumonia in nonhypoxemic patients"
"3191",18539106,"L50169979","Effect of denosumab on bone density and turnover in postmenopausal women with low bone mass after long-term continued, discontinued, and restarting of therapy: A randomized blinded phase 2 clinical trial"
"3192",18602187,"L50196502","Vancomycin versus cefazolin prophylaxis for cerebrospinal shunt placement in a hospital with a high prevalence of meticillin-resistant Staphylococcus aureus"
"3193",18525029,"L354695585","Continuous CSF drainage in AD: Results of a double-blind, randomized, placebo-controlled study"
"3194",18254094,"L351807651","Prophylactic systemic antibiotics to reduce morbidity and mortality in neonates with central venous catheters"
"3197",18462354,"L351989333","Antibiotic prophylaxis for transrectal prostate biopsy: A prospective randomized study of tosufloxacin versus levofloxacin"
"3198",18549664,"L352048147","Efficacy and safety of doripenem versus piperacillin/tazobactam in nosocomial pneumonia: A randomized, open-label, multicenter study"
"3199",18520336,"L352449470","Probiotics for children with diarrhea: an update."
"3200",18595980,"L354416910","Long-term safety and impact on infection rates of postnatal probiotic and prebiotic (synbiotic) treatment: Randomized, double-blind, placebo-controlled trial"
"3201",18654069,"L354694917","A randomized, double-blind, parallel-group, multicenter, placebo-controlled study of the safety and efficacy of extended-release guaifenesin/ pseudoephedrine hydrochloride for symptom relief as an adjunctive therapy to antibiotic treatment of acute respiratory infections"
"3203",18594225,"L354902393","Aerosolized antibiotics for ventilator-associated tracheobronchitis: Let's go with the flow!"
"3204",18318569,"L351342021","Levofloxacin: A review of its use as a high-dose, short-course treatment for bacterial infection"
"3205",18490667,"L351860824","Meta-analysis: Sequential therapy appears superior to standard therapy for Helicobacter pylori infection in patients naive to treatment"
"3206",18513453,"L352062625","Compared to placebo, long-term antibiotics resolve otitis media with effusion (OME) and prevent acute otitis media with perforation (AOMwiP) in a high-risk population: A randomized controlled trial"
"3207",18462093,"L351717325","Pneumonia caused by methicillin-resistant Staphylococcus aureus"
"3208",18462094,"L351717326","Management of methicillin-resistant Staphylococcus aureus bacteremia"
"3209",18558169,"L351814893","Single daily dosing ceftriaxone and metronidazole vs standard triple antibiotic regimen for perforated appendicitis in children: a prospective randomized trial"
"3210",20467647,"L358966187","The efficacy of antibiotic prophylaxis at placement of dental implants: a Cochrane systematic review of randomised controlled clinical trials."
"3211",18384913,"L50107461","To review or not to review: that is the question"
"3212",18504478,"L351638141","Therapeutic targets in rhinosinusitis: Infection or inflammation?"
"3213",18478129,"L352025150","Preventive antibacterial therapy in acute ischemic stroke: A randomized controlled trial"
"3214",18234905,"L351692349","Short-course antibiotic treatment in acute exacerbations of chronic bronchitis and COPD: A meta-analysis of double-blind studies"
"3215",18065789,"L351767750","Preventing haemodialysis catheter-related bacteraemia with an antimicrobial lock solution: A meta-analysis of prospective randomized trials"
"3216",18555934,"L351799866","Efficacy and tolerability of IV doripenem versus meropenem in adults with complicated intra-abdominal infection: A phase III, prospective, multicenter, randomized, double-blind, noninferiority study"
"3219",18321302,"L351347664","Inhibition of Helicobacter pylori infection in humans by Lactobacillus reuteri ATCC 55730 and effect on eradication therapy: A pilot study"
"3221",18344842,"L351416796","Pulmonary levels of high-mobility group box 1 during mechanical ventilation and ventilator-associated pneumonia"
"3224",18405471,"L351698614","The clinical effectiveness and cost-effectiveness of central venous catheters treated with anti-infective agents in preventing bloodstream infections: A systematic review and economic evaluation"
"3226",18362380,"L351482291","Fluoroquinolones compared with β-lactam antibiotics for the treatment of acute bacterial sinusitis: A meta-analysis of randomized controlled trials"
"3229",18356602,"L351450641","HIV-neutralizing immunoglobulin A and HIV-specific proliferation are independently associated with reduced HIV acquisition in Kenyan sex workers"
"3230",18356605,"L351450644","The cost-effectiveness of cotrimoxazole prophylaxis in HIV-infected children in Zambia"
"3231",18356608,"L351450647","The Monark trial: Where now for boosted protease inhibitor monotherapy?"
"3232",18308250,"L351722944","High-dose rapid and standard induction chemotherapy for patients aged over 1 year with stage 4 neuroblastoma: a randomised trial"
"3235",18267006,"L351467862","Adjuvant interferon gamma in patients with pulmonary atypical Mycobacteriosis: A randomized, double-blind, placebo-controlled study"
"3236",18093197,"L351139209","Surgical treatment of hidradenitis suppurativa with gentamicin sulfate: A prospective randomized study"
"3237",17597398,"L351170033","(13)C-urea breath test values and Helicobacter pylori eradication"
"3241",18251659,"L351372574","Is antimicrobial therapy needed to manage uncomplicated skin and soft-tissue abscesses?"
"3243",18197974,"L351266923","Human lactobacilli as supplementation of clindamycin to patients with bacterial vaginosis reduce the recurrence rate; a 6-month, double-blind, randomized, placebo-controlled study"
"3244",18674472,"L352148821","Effectiveness and safety of short-course vs long-course antibiotic therapy for group A β-hemolytic streptococcal tonsillopharyngitis: A meta-analysis of randomized trials"
"3245",17464305,"L352242938","Anterior capsule cover and axial movement of intraocular lens"
"3246",18924019,"L352522612","Cost-effectiveness of mini-circuit cardiopulmonary bypass in newborns and infants undergoing open heart surgery"
"3247",18183940,"L354485064","Probiotics, immunomodulation, and health benefits"
"3248",18183936,"L354488523","Targeted antibodies in dairy-based products"
"3250",18783866,"L50264479","Preterm birth and inflammation-The role of genetic polymorphisms"
"3251",18083475,"L350236831","Experience of anesthesiologists with percutaneous nonangiographic venous access"
"3253",17943796,"L351805145","Antibiotics for acute pyelonephritis in children"
"3254",17943871,"L351805243","Heparin-bonded catheters for prolonging the patency of central venous catheters in children"
"3255",17943785,"L351805297","Methenamine hippurate for preventing urinary tract infections"
"3256",17943784,"L351805309","Modes of administration of antibiotics for symptomatic severe urinary tract infections"
"3257",17943827,"L351805353","Prophylactic antibiotics to reduce morbidity and mortality in neonates with umbilical artery catheters"
"3258",17943815,"L351805386","Taxanes for adjuvant treatment of early breast cancer"
"3259",17636757,"L351805484","Delayed antibiotics for respiratory infections"
"3260",17636808,"L351805632","Prophylaxis for Pneumocystis pneumonia (PCP) in non-HIV immunocompromised patients"
"3261",17443506,"L351805881","Prolonged antibiotics for purulent bronchiectasis in children and adults"
"3262",17846141,"L350057804","Randomized, double-blind, placebo-controlled trial of cephalexin for treatment of uncomplicated skin abscesses in a population at risk for community-acquired methicillin-resistant Staphylococcus aureus infection"
"3264",17760729,"L47312392","Garlic, vitamin, and antibiotic treatment for Helicobacter pylori: A randomized factorial controlled trial"
"3265",17682094,"L47519351","Phase 2 study of ceftaroline versus standard therapy in treatment of complicated skin and skin structure infections"
"3268",17785483,"L351664555","Infection risk with nitrofurazone-impregnated urinary catheters in trauma patients: A randomized trial"
"3269",17638700,"L350067538","Doxycycline versus azithromycin for treatment of leptospirosis and scrub typhus"
"3272",17530295,"L47054922","Probiotics prophylaxis in children with persistent primary vesicoureteral reflux"
"3278",17509789,"L47198413","Bowel colonization with vancomycin-resistant enterococci after antimicrobial therapy for intra-abdominal infections: observations from 2 randomized comparative clinical trials of ertapenem therapy"
"3279",17297383,"L47207142","A randomized, double-blind study comparing single-dose rifalazil with single-dose azithromycin for the empirical treatment of nongonococcal urethritis in men"
"3280",17669295,"L47329490","How should you treat Candida vaginitis in patients on antibiotics?"
"3281",17619175,"L47377050","Cystic fibrosis: Benefits and clinical outcome"
"3282",17634458,"L47080387","Certolizumab pegol for the treatment of Crohn's disease"
"3283",17634459,"L47080388","Maintenance therapy with certolizumab pegol for Crohn's disease"
"3284",17638720,"L351664616","Update in general internal medicine"
"3285",17919379,"L47527544","Effects of pleural drainage using central venous catheter and simple aspiration in treatment of spontaneous pneumothorax: A clinical comparative study"
"3288",17585004,"L47106944","Relative influence of antibiotic therapy attributes on physician choice in treating acute uncomplicated pyelonephritis"
"3289",17880774,"L47531064","A therapeutic approach in the treatment of infections of the upper airways: Thiamphenicol glycinate acetylcysteinate in sequential treatment (systemic-inhalatory route)"
"3292",17545356,"L46871239","A multicenter, randomized, double-blind, placebo-controlled trial to evaluate the metabolic and respiratory effects of growth hormone in children with cystic fibrosis"
"3294",17584312,"L46961748","Efficacy of prednisolone in children hospitalized for recurrent wheezing"
"3295",17576402,"L47203886","Comparative study of the ""Misgav Ladach"" and traditional Pfannenstiel surgical techniques for cesarean section"
"3299",17695680,"L46959509","Antibiotic therapy of osteoarticular infections in the adult"
"3300",17408924,"L46696679","Single-dose and multi-dose clindamycin therapy fails to demonstrate efficacy in preventing infectious and inflammatory complications in third molar surgery"
"3301",17394255,"L46700941","Efficacy of dexamethasone injection for acute bronchiolitis in hospitalized children: A randomized, double-blind, placebo-controlled trial"
"3302",17724497,"L47035596","Dalbavancin: A review"
"3304",17375981,"L46507008","Pharmacokinetic characteristics of antimicrobials and optimal treatment of urosepsis"
"3305",17438314,"L351650536","Sequential therapy versus standard triple-drug therapy for Helicobacter pylori eradication: A randomized trial"
"3306",17366449,"L46580272","Surgical excision versus antibiotic treatment for nontuberculous mycobacterial cervicofacial lymphadenitis in children: A multicenter, randomized, controlled trial"
"3308",17403849,"L46556677","Antifungal therapy in children with invasive fungal infections: A systematic review"
"3309",17448768,"L46589528","Laparoscopic pyloromyotomy for hypertrophic pyloric stenosis: a prospective, randomized controlled trial"
"3310",17464604,"L46676657","Reduced hospital stay and narcotic consumption, and improved mobilization with local and intraarticular infiltration after hip arthroplasty: A randomized clinical trial of an intraarticular technique versus epidural infusion in 80 patients"
"3311",17463113,"L46851124","Clinical outcome and rate of complications after primary total knee replacement performed with quadriceps-sparing or standard arthrotomy"
"3312",17617290,"L47016642","Effects of branded versus generic terazosin hydrochloride in adults with benign prostatic hyperplasia: A randomized, open-label, crossover study in taiwan"
"3313",17273815,"L47097080","Comparison of prosthetic mesh repair and tissue repair in the emergency management of incarcerated para-umbilical hernia: A prospective randomized study"
"3314",17305788,"L46257112","Prospective randomized controlled study of Hydrofiber® dressing containing ionic silver or calcium alginate dressings in non-ischaemic diabetic foot ulcers"
"3315",17362810,"L46386313","Moxifloxacin vs amoxicillin/clavulanate in the treatment of acute sinusitis"
"3321",17308269,"L350002920","Sequenced compared with simultaneous anthracycline and cyclophosphamide in high-risk stage I and II breast cancer: Final analysis from INT-0137 (S9313)"
"3322",17262041,"L46195906","Randomized trial of percutaneous central venous lines versus peripheral intravenous lines"
