,relevent,dur_trial,reason_exclude,Comments,short_dur,long_dur,fu_period,PMID,title,,,,,,,,,,,,,,,,,
241,0,0,Study design (not RCT),Review,NA,NA,NA,16855971,Long-term antibiotics for preventing recurrent urinary tract infection in children.,,,,,,,,,,,,,,,,,
242,0,0,Study design (not RCT),Review,NA,NA,NA,16856095,Antibiotic prophylaxis for surgical introduction of intracranial ventricular shunts.,,,,,,,,,,,,,,,,,
244,0,0,Study design (not RCT),,NA,NA,NA,16934148,Administration of antibiotics via the respiratory tract for the prevention of ICU-acquired pneumonia: A meta-analysis of comparative trials,,,,,,,,,,,,,,,,,
245,0,0,Study design (not RCT),,NA,NA,NA,16957901,Impact of piperacillin resistance on the outcome of Pseudomonas ventilator-associated pneumonia,,,,,,,,,,,,,,,,,
258,0,0,Study design (not RCT),,NA,NA,NA,17197406,The impact of oral disease and nonsurgical treatment on bacteremia in children,,,,,,,,,,,,,,,,,
259,0,0,Study design (not RCT),,NA,NA,NA,17219539,Pneumonia: 3 days of antibiotics for uncomplicated course,,,,,,,,,,,,,,,,,
269,0,0,Study design (not RCT),Review,NA,NA,NA,17335692,Antibacterial prophylaxis in patients with neutropenia,,,,,,,,,,,,,,,,,
273,0,0,Study design (not RCT),All studies included ,NA,NA,NA,17387118,Oral decontamination for prevention of pneumonia in mechanically ventilated adults: Systematic review and meta-analysis,,,,,,,,,,,,,,,,,
276,0,0,Study design (not RCT),Review,NA,NA,NA,17443506,Prolonged antibiotics for purulent bronchiectasis in children and adults,,,,,,,,,,,,,,,,,
285,0,0,Study design (not RCT),Review,NA,NA,NA,17636757,Delayed antibiotics for respiratory infections,,,,,,,,,,,,,,,,,
288,0,0,Study design (not RCT),,NA,NA,NA,17724497,Dalbavancin: A review,,,,,,,,,,,,,,,,,
293,0,0,Study design (not RCT),Review,NA,NA,NA,17943796,Antibiotics for acute pyelonephritis in children,,,,,,,,,,,,,,,,,
294,0,0,Study design (not RCT),Review,NA,NA,NA,17943827,Prophylactic antibiotics to reduce morbidity and mortality in neonates with umbilical artery catheters,,,,,,,,,,,,,,,,,
299,0,0,Study design (not RCT),All studies included ,NA,NA,NA,18234905,Short-course antibiotic treatment in acute exacerbations of chronic bronchitis and COPD: A meta-analysis of double-blind studies,,,,,,,,,,,,,,,,,
301,0,0,Study design (not RCT),Review,NA,NA,NA,18254094,Prophylactic systemic antibiotics to reduce morbidity and mortality in neonates with central venous catheters,,,,,,,,,,,,,,,,,
302,0,0,Study design (not RCT),,NA,NA,NA,18318569,"Levofloxacin: A review of its use as a high-dose, short-course treatment for bacterial infection",,,,,,,,,,,,,,,,,
304,0,0,Study design (not RCT),Review,NA,NA,NA,18362380,Fluoroquinolones compared with _-lactam antibiotics for the treatment of acute bacterial sinusitis: A meta-analysis of randomized controlled trials,,,,,,,,,,,,,,,,,
306,0,0,Study design (not RCT),,NA,NA,NA,18384913,To review or not to review: that is the question,,,,,,,,,,,,,,,,,
307,0,0,Study design (not RCT),Review,NA,NA,NA,18401350,Prophylactic antibiotics in the prevention of catheter-associated bloodstream bacterial infection in preterm neonates: A systematic review,,,,,,,,,,,,,,,,,
311,0,0,Study design (not RCT),,NA,NA,NA,18462093,Pneumonia caused by methicillin-resistant Staphylococcus aureus,,,,,,,,,,,,,,,,,
320,0,0,Study design (not RCT),,NA,NA,NA,18591346,Prevention of ventilator-associated pneumonia by selective decontamination of the digestive tract,,,,,,,,,,,,,,,,,
322,0,0,Study design (not RCT),All studies included ,NA,NA,NA,18646074,"Antibiotic duration for treating uncomplicated, symptomatic lower urinary tract infections in elderly women",,,,,,,,,,,,,,,,,
327,0,0,Study design (not RCT),All studies included ,NA,NA,NA,18674472,Effectiveness and safety of short-course vs long-course antibiotic therapy for group A _-hemolytic streptococcal tonsillopharyngitis: A meta-analysis of randomized trials,,,,,,,,,,,,,,,,,
338,0,0,Study design (not RCT),All studies prior to 2000,NA,NA,NA,19014841,Short- versus long-course antibiotic therapy for acute pyelonephritis in adolescents and adults: A meta-analysis of randomized controlled trials,,,,,,,,,,,,,,,,,
345,0,0,Study design (not RCT),Review,NA,NA,NA,19160191,Antimicrobial prophylaxis for colorectal surgery,,,,,,,,,,,,,,,,,
365,0,0,Study design (not RCT),All studies included ,NA,NA,NA,19628879,Short versus long duration of antibiotic therapy for bacterial meningitis: A meta-analysis of randomised controlled trials in children,,,,,,,,,,,,,,,,,
367,0,0,Study design (not RCT),All studies included ,NA,NA,NA,19752296,Preventive antibiotics for infections in acute stroke: A systematic review and meta-analysis,,,,,,,,,,,,,,,,,
373,0,0,Study design (not RCT),All studies included ,NA,NA,NA,19821262,Antibiotic prophylaxis to reduce respiratory tract infections and mortality in adults receiving intensive care,,,,,,,,,,,,,,,,,
392,0,0,Study design (not RCT),Review,NA,NA,NA,20238310,Antibiotic prophylaxis for surgery for proximal femoral and other closed long bone fractures.,,,,,,,,,,,,,,,,,
394,0,0,Study design (not RCT),,NA,NA,NA,20338667,Clinical relevance of surgical site infection as defined by the criteria of the Centers for Disease Control and Prevention,,,,,,,,,,,,,,,,,
395,0,0,Study design (not RCT),Editorial,NA,NA,NA,20404637,Selective decontamination of the digestive tract: What outcomes matter?,,,,,,,,,,,,,,,,,
398,0,0,Study design (not RCT),Review,NA,NA,NA,20467647,The efficacy of antibiotic prophylaxis at placement of dental implants: a Cochrane systematic review of randomised controlled clinical trials.,,,,,,,,,,,,,,,,,
402,0,0,Study design (not RCT),,NA,NA,NA,20556757,Interventions for cellulitis and erysipelas.,,,,,,,,,,,,,,,,,
409,0,0,Study design (not RCT),,NA,NA,NA,20624812,Length of intravenous antibiotic therapy and treatment failure in infants with urinary tract infections,,,,,,,,,,,,,,,,,
411,0,0,Study design (not RCT),,NA,NA,NA,20687081,Antibiotic therapy for Shigella dysentery.,,,,,,,,,,,,,,,,,
415,0,0,Study design (not RCT),,NA,NA,NA,20864609,Linezolid vs glycopeptide antibiotics for the treatment of suspected methicillin-resistant Staphylococcus aureus nosocomial pneumonia: A meta-analysis of randomized controlled trials,,,,,,,,,,,,,,,,,
421,0,0,Study design (not RCT),,NA,NA,NA,21124224,Prevention of central line associated bloodstream infections in critical care units,,,,,,,,,,,,,,,,,
430,0,0,Study design (not RCT),,NA,NA,NA,21283008,The role of intestinal colonization with Gram-negative bacteria as a source for intensive care unit-acquired bacteremia,,,,,,,,,,,,,,,,,
454,0,0,Study design (not RCT),Review,NA,NA,NA,22083832,Antibiotic prophylaxis in cardiac surgery: Systematic review and meta-analysis,,,,,,,,,,,,,,,,,
456,0,0,Study design (not RCT),,NA,NA,NA,22189524,Management of osteoarticular infections caused by Staphylococcus aureus is similar to that of other etiologies: analysis of 199 staphylococcal bone and joint infections,,,,,,,,,,,,,,,,,
461,0,0,Study design (not RCT),,NA,NA,NA,22329638,Predictive value of Escherichia coli susceptibility in strains causing asymptomatic bacteriuria for women with recurrent symptomatic urinary tract infections receiving prophylaxis,,,,,,,,,,,,,,,,,
464,0,0,Study design (not RCT),,NA,NA,NA,22466969,Healthcare-associated infection prevention in pediatric intensive care units: A review,,,,,,,,,,,,,,,,,
487,0,0,Study design (not RCT),,NA,NA,NA,23345574,Prospective evaluation of respiratory exacerbations in children with cystic fibrosis from newborn screening to 5 years of age,,,,,,,,,,,,,,,,,
491,0,0,Study design (not RCT),Review,NA,NA,NA,23423417,Clinical outcomes associated with procalcitonin algorithms to guide antibiotic therapy in respiratory tract infections,,,,,,,,,,,,,,,,,
533,0,0,Study design (not RCT),,NA,NA,NA,25329226,Weekly dalbavancin was noninferior to daily vancomycin for acute bacterial skin infection in adults,,,,,,,,,,,,,,,,,
545,0,0,Study design (not RCT),,NA,NA,NA,25623589,Randomized double blind placebo-controlled study to demonstrate that antibiotics are not needed in moderate acute exacerbations of COPD - The ABACOPD Study,,,,,,,,,,,,,,,,,
568,0,0,Study design (not RCT),,NA,NA,NA,26269563,DNA Methylation Predicts Progression of Human Gastric Lesions,,,,,,,,,,,,,,,,,
573,0,0,Study design (not RCT),,,,,26448616,Antibiotic-Induced Within-Host Resistance Development of Gram-Negative Bacteria in Patients Receiving Selective Decontamination or Standard Care,,,,,,,,,,,,,,,,,
574,0,0,Study design (not RCT),,NA,NA,NA,26541522,Amoxicillin for clinically unsuspected pneumonia in primary care: Subgroup analysis,,,,,,,,,,,,,,,,,
591,0,0,Study design (not RCT),,NA,NA,NA,27029689,Oral azithromycin for acute episodic airway symptoms in young children,,,,,,,,,,,,,,,,,
605,0,0,Study design (not RCT),,NA,NA,NA,27600290,The effect of diabetes mellitus on outcomes of patients with nosocomial pneumonia caused by methicillin-resistant Staphylococcus aureus: Data from a prospective double-blind clinical trial comparing treatment with linezolid versus vancomycin,,,,,,,,,,,,,,,,,
624,0,0,Study design (not RCT),,NA,NA,NA,28477440,"Association between long-lasting intravitreous fluocinolone acetonide implant vs systemic anti-inflammatory therapy and visual acuity at 7 years among patients with intermediate, posterior, or panuveitis",,,,,,,,,,,,,,,,,
625,0,0,Study design (not RCT),,NA,NA,NA,28495619,"The RESPIRE trials: Two phase III, randomized, multicentre, placebo-controlled trials of Ciprofloxacin Dry Powder for Inhalation (Ciprofloxacin DPI) in non-cystic fibrosis bronchiectasis",,,,,,,,,,,,,,,,,
626,0,0,Study design (not RCT),,NA,NA,NA,28501668,Response Adjusted for Days of Antibiotic Risk (RADAR): evaluation of a novel method to compare strategies to optimize antibiotic use,,,,,,,,,,,,,,,,,
627,0,0,Study design (not RCT),,NA,NA,NA,28594680,Antibiotic therapy in comatose mechanically ventilated patients following aspiration: Differentiating pneumonia from pneumonitis,,,,,,,,,,,,,,,,,
629,0,0,Study design (not RCT),Review,NA,NA,NA,28625021,Antibiotic prophylaxis for elective hysterectomy,,,,,,,,,,,,,,,,,
632,0,0,Study design (not RCT),,NA,NA,NA,28710229,"PIRATE project: point-of-care, informatics-based randomised controlled trial for decreasing overuse of antibiotic therapy in Gram-negative bacteraemia",,,,,,,,,,,,,,,,,
648,0,0,Study design (not RCT),,NA,NA,NA,29613975,Antibiotic Overuse in Premature Low Birth Weight Infants in a Developing Country,,,,,,,,,,,,,,,,,
661,0,0,Study design (not RCT),Review,NA,NA,NA,30191339,A systematic review of randomised clinical trials for oral antibiotic treatment of acute pyelonephritis,,,,,,,,,,,,,,,,,
670,0,0,Study design (not RCT),,NA,NA,NA,30518334,"Oral fosfomycin versus ciprofloxacin in women with E.coli febrile urinary tract infection, a double-blind placebo-controlled randomized controlled non-inferiority trial (FORECAST)",,,,,,,,,,,,,,,,,
673,0,0,Study design (not RCT),,NA,NA,NA,30597021,Summary of the safety and tolerability of two treatment regimens of ceftaroline fosamil: 600_mg every 8_h versus 600_mg every 12_h,,,,,,,,,,,,,,,,,
681,0,0,Study design (not RCT),,NA,NA,NA,30882137,Antibiotic Therapy for Pseudomonas aeruginosa Bloodstream Infections: How Long Is Long Enough?,,,,,,,,,,,,,,,,,
704,0,0,Study design (not RCT),Review,NA,NA,NA,31820032,Selective decontamination of the digestive tract (SDD) in critically ill patients: a narrative review,,,,,,,,,,,,,,,,,
725,0,0,Study design (not RCT),Protocol,NA,NA,NA,32546269,Short-course antibiotic regimen compared to conventional antibiotic treatment for gram-positive cocci infective endocarditis: randomized clinical trial (SATIE),,,,,,,,,,,,,,,,,
742,0,0,Study design (not RCT),,NA,NA,NA,33710111,The utility of prolonged prophylactic systemic antibiotics (PPSA) for subfascial drains after degenerative spine surgery,,,,,,,,,,,,,,,,,
14,1,1,,"Antimicrobial resistance and/or superinfections were documented in 15% (5 of 37) of the patients in the experimental and 35% (14 of 37) of the patients in the control group (p = 0.017, Table 5). Microorganisms associated with superinfections or resistance",3,10-21 days,28,10934078,Short-course empiric antibiotic therapy for patients with pulmonary infiltrates in the intensive care unit. A proposed solution for indiscriminate antibiotic prescription,,,,,,,,,,,,,,,,,
18,1,1,,early eradication of non-typhoid salmonellae increases with duration of ofloxacin therapy without an increase in persistence of salmonellae in stools or development of resistant strains.,5,10,42,10980174,Eradication of non-typhoid salmonellae in acute enteritis after therapy with ofloxacin for 5 or 10 days,,,,,,,,,,,,,,,,,
21,1,1,,"Pneumococci with decreased susceptibility to penicillin were found in 5% of all pneumococci, and beta-lactamase producing H. influenzae in 8%.",NA,NA,NA,11006450,Efficacy of ceftibuten in 5 versus 10 days treatment of recurrent acute otitis media in children,,,,,,,,,,,,,,,,,
33,1,1,,"Among the pathogens that were susceptible to study drugs at base- line, none developed resistance during therapy.",5,10,28 days after end of treatment,11219483,"Comparison of 5-day, short-course gatifloxacin therapy with 7-day gatifloxacin therapy and 10-day clarithromycin therapy for acute exacerbation of chronic bronchitis",,,,,,,,,,,,,,,,,
48,1,1,,"At the day 28 visit, risk of penicillin-nonsusceptible pneumococcal carriage was significantly lower in the short-course, high-dose group (24%) compared with the standard-course group (32%); relative risk (RR), 0.77; 95% confidence interval (CI), 0.60-0.9",5,10,28,11434826,"Effect of short-course, high-dose amoxicillin therapy on resistant pneumococcal carriage: a randomized trial",,,,,,,,,,,,,,,,,
75,1,1,,"No in vitro resistance to the test drugs was found in the initial cultures, in those cases in which cure was not achieved, or in subsequent re-infections or relapses.",1 dose,3 days,28,11906502,Single-dose ciprofloxacin versus 3 days of norfloxacin in uncomplicated urinary tract infections in women,,,,,,,,,,,,,,,,,
141,1,1,,"Among patients who developed recurrent infections, multiresistant pathogens emerged less frequently in those who had received 8 days of antibiotics (42.1% vs 62.0% of pulmonary recurrences, P = .04).",8,15,,14625336,Comparison of 8 vs 15 days of antibiotic therapy for ventilator-associated pneumonia in adults: a randomized trial,,,,,,,,,,,,,,,,,
169,1,1,,"The 11 patients who experienced relapse after receiving therapy for 3 days were infected with Klebsiella pneumoniae (4 patients), E. coli (4 patients), Acinetobacter baumanii and Enterococcus faecalis (2 patients), and Enterococcus faecium (1 patient). Fo",3,14,6 weeks,15356779,"A prospective, randomized trial of 3 or 14 days of ciprofloxacin treatment for acute urinary tract infection in patients with spinal cord injury",,,,,,,,,,,,,,,,,
191,1,1,,"six cases (three standard treatment, three ampicillin-sulbactam), the infections were caused by emergent multiresistant bacteria",0,3,1 year,15754197,Antibiotic prophylaxis of early onset pneumonia in critically ill comatose patients. A randomized study,,,,,,,,,,,,,,,,,
195,1,1,,,NA,NA,NA,15774257,"Prospective, randomized, multicentric, open, comparative study on the efficacy of a prophylactic single dose of 500 mg levofloxacin versus 1920 mg trimethoprim/sulfamethoxazole versus a control group in patients undergoing TUR of the prostate",,,,,,,,,,,,,,,,,
225,1,1,,,NA,NA,NA,16392777,Acute uncomplicated lower urinary tract infections in general practice: Clinical and microbiological cute rates after three- versus five-day treatment with trimethoprim,,,,,,,,,,,,,,,,,
264,1,1,,The recurrence of positive urine culture at days 7 and 15 was not affected by the randomization (P_=_0.1). The profile of bacterial resistance was similar in the two groups.,0,3,15,17294169,A randomized trial of catheter change and short course of antibiotics for asymptomatic bacteriuria in catheterized ICU patients,,,,,,,,,,,,,,,,,
277,1,1,,"There was also no significant increase in potential adverse effects associated with oral erythromycin treatment such as prolongation of QTc intervals, cardiac dysrhythmia, or emergence of a specific group of resistant organisms in the bowel flora.",,,,17484870,High-dose oral erythromycin decreased the incidence of parenteral nutrition-associated cholestasis in preterm infants,,,,,,,,,,,,,,,,,
290,1,1,,"In the eight patients with a postoperative infection, cultures of the drainage material from the site of the infection were performed. The same pathogens as those present in the cultures taken at the operation were found in four patients in the cultures t",3,5.7,28 days after completion,17846853,"A prospective, double-blind, multicenter, randomized trial comparing ertapenem 3 vs >or=5 days in community-acquired intraabdominal infection",,,,,,,,,,,,,,,,,
310,1,1,,No significant difference was found in the rates of infection or colonization related to MDR bacteria diagnosed after random assignment,0,8,until ICU discharge or 28 days after random assignment if they were discharged from the ICU before.,18454864,"Antimicrobial treatment for ventilator-associated tracheobronchitis: a randomized, controlled, multicenter study",,,,,,,,,,,,,,,,,
312,1,1,,"Did not differentiate outcomes in the groups = In sixsubjects suffering from UTI, urine or blood cultures were positive forEscherichia coli (E. coli), with three isolates being resistant to ﬂuoro-quinolones, two to cephalosporins, four to aminopenicillins",NA,NA,NA,18462354,Antibiotic prophylaxis for transrectal prostate biopsy: A prospective randomized study of tosufloxacin versus levofloxacin,,,,,,,,,,,,,,,,,
315,1,1,,,NA,NA,NA,18478129,Preventive antibacterial therapy in acute ischemic stroke: A randomized controlled trial,,,,,,,,,,,,,,,,,
317,1,1,,,NA,NA,NA,18513453,"Compared to placebo, long-term antibiotics resolve otitis media with effusion (OME) and prevent acute otitis media with perforation (AOMwiP) in a high-risk population: A randomized controlled trial",,,,,,,,,,,,,,,,,
319,1,1,,"No  emergent  pathogens  resistant  to doripenem were isolated in doripenem-treated patients. Two meropenem-treated patients had superinfections with  resistant  pathogens,  1  with Acinetobacter  bau-mannii  and  1  with  methicillin-resistant Staphyloco",NA,NA,NA,18555934,"Efficacy and tolerability of IV doripenem versus meropenem in adults with complicated intra-abdominal infection: A phase III, prospective, multicenter, randomized, double-blind, noninferiority study",,,,,,,,,,,,,,,,,
325,1,1,,No pathogen developed resistance toeither study treatment,4,8,7-14 days,18662172,A pilot study of high-dose short duration daptomycin for the treatment of patients with complicated skin and skin structure infections caused by gram-positive bacteria,,,,,,,,,,,,,,,,,
331,1,1,,"Of the infected wounds, four were diagnosed on the sixth postoperative day, while the remaining one was noticed on the eighth postoperative day. Staphylococcus aureus only was cultured in four infected wounds giving a microbial wound infection rate of 3.8",NA,NA,NA,18726104,"The role of preoperative antibiotics in the prevention of wound infection after day case surgery for inguinal hernia in children in Ile Ife, Nigeria",,,,,,,,,,,,,,,,,
332,1,1,,"None was resistant to ceftibuten, while 4/12 and 1/4 in each group were resistant to TMP-SMX. Enterococci were found in seven patients treated with ceftibuten compared with none treated with TMP-SMX.",NA,NA,NA,18818954,Ceftibuten versus trimethoprim-sulfamethoxazole for oral treatment of febrile urinary tract infection in children,,,,,,,,,,,,,,,,,
337,1,1,,,NA,NA,NA,18991182,Pivmecillinam versus sulfamethizole for short-term treatment of uncomplicated acute cystitis in general practice: A randomized controlled trial,,,,,,,,,,,,,,,,,
340,1,1,,,NA,NA,NA,19072714,Complicated skin and skin-structure infections and catheter-related bloodstream infections: Noninferiority of linezolid in a phase 3 study,,,,,,,,,,,,,,,,,
342,1,1,,"SSIs were presented in two patients (0.78%) and 11 patients (3.53%) in the teicoplanin and comparator groups, respectively (P = 0.025 between groups). Both patients in the teicoplanin arm who presented SSIs had deep SSIs; one was diagnosed in Month 6 and ",1,5-Jun,2 years,19117731,"Efficacy of teicoplanin for the prevention of surgical site infections after total hip or knee arthroplasty: a prospective, open-label study",,,,,,,,,,,,,,,,,
343,1,1,,"In all, 2596 patients were included in the monthly point-prevalence surveillance studies for respiratory tract colonization (894 in the SDD group, 811 in the SOD group, and 891 in the standard-care group), and 2963 patients were included in the analysis o",,,,19118302,Decontamination of the digestive tract and oropharynx in ICU patients,,,,,,,,,,,,,,,,,
349,1,1,,"A 10-year-old boy in the 30-day treatment group experienced 2 late reoccurrences of infection. Initially, S. aureus arthritis of the ankle responded to cephradine so well that treatment was discontinued on day 28. Seventeen months later, the same joint wa",10,30,12 months,19323633,"Prospective, randomized trial of 10 days versus 30 days of antimicrobial treatment, including a short-term course of parenteral therapy, for childhood septic arthritis",,,,,,,,,,,,,,,,,
357,1,1,,,NA,NA,NA,19420195,Efficacy and safety of inhaled aztreonam lysine for airway pseudomonas in cystic fibrosis,,,,,,,,,,,,,,,,,
361,1,1,,"% Strep with reduced susceptibility: 3 days - 23% at day 9, 7.7% at day 30 vs 7 days 24.7% at 9 days, 7% at 30 days",3,7,30,19528154,Reduced susceptibility to amoxicillin of oral streptococci following amoxicillin exposure,,,,,,,,,,,,,,,,,
372,1,1,,"There were 4 cases of oxacilin resistance (1 was due to S. aureus, 2 S. epidermidis, and 1 S. simulans) - all in placebo arm",0,1 dose cefazolin,,19808441,"Efficacy of antibiotic prophylaxis before the implantation of pacemakers and cardioverter-defibrillators: results of a large, prospective, randomized, double-blinded, placebo-controlled trial",,,,,,,,,,,,,,,,,
374,1,1,,Resistance recorded in secondary outcome,NA,NA,NA,19864673,Antibiotic prophylaxis and recurrent urinary tract infection in children,,,,,,,,,,,,,,,,,
377,1,1,,"The incidence of overall MRSA infection was not signifi cantly different between the groups (2.2% for group 1 versus 2.9% for group 2, P > 0.99).",1,3,,19997797,Short-term intravenous antimicrobial prophylaxis in combination with preoperative oral antibiotics on surgical site infection and methicillin-resistant Staphylococcus aureus infection in elective colon cancer surgery: results of a prospective randomized t,,,,,,,,,,,,,,,,,
382,1,1,,For most secondary outcome measures (percentages of patients with relapse or superinfection; number of days without mechanical ventilation; SOFA score apart from at day 28; length of stay in the intensive care unit and hospital; and percentage of emerging,Days without antibiotics as outcome,,,20097417,Use of procalcitonin to reduce patients' exposure to antibiotics in intensive care units (PRORATA trial): a multicentre randomised controlled trial,,,,,,,,,,,,,,,,,
405,1,1,,Treatment failed in 12 patients in the ciprofloxacin group. The pathogen was E. coli in 10 patients and Enterobacter spp. in 2 patients. All these microorganisms were ciprofloxacin resistant by the disk diffusion method.,NA,NA,NA,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,,,,,,,,,,,,,,,,,
412,1,1,,"No ciprofloxacin or colistin resistance was observed in any initial infecting P aeruginosa isolates. One isolate from both groups was, respectively, aminoglycoside-resistant and _-lactam-resistant.",NA,NA,NA,20729233,Controlled trial of cycled antibiotic prophylaxis to prevent initial Pseudomonas aeruginosa infection in children with cystic fibrosis,,,,,,,,,,,,,,,,,
426,1,1,,"By the 8th day, clinical efficacy was observed in all 38 (100%) patients from whom susceptible strains were isolated, but in 15 out of 17 (88.2%) patients with non-susceptible strains",NA,NA,NA,21249415,Evaluation of short-term clinical efficacy of 3-day therapy with azithromycin in comparison with 5-day cefcapene-pivoxyl for acute streptococcal tonsillopharyngitis in primary care,,,,,,,,,,,,,,,,,
429,1,1,,table 4,NA,NA,NA,21269858,Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media,,,,,,,,,,,,,,,,,
431,1,1,,"We obtained endotracheal aspirate cultures on admission for 688 (35%) of 1989 patients in the standard-care group, 1044 (55%) of 1904 patients in the SOD group, and 1025 (50%) of 2034 in the SDD group (table 2). Distribution of species isolated was much t",NA,NA,NA,21420908,"Selective digestive tract decontamination and selective oropharyngeal decontamination and antibiotic resistance in patients in intensive-care units: an open-label, clustered group-randomised, crossover study",,,,,,,,,,,,,,,,,
476,1,1,,"A total of 126 patients were microbiologically evaluable. Among these patients, pathogens were eradicated (or presumed eradicated) at TOC in 93.7% in the TD-1792 group and in 92.1% in the vancomycin group (95% CI for the difference, _8.0 and 11.1) (Table ",NA,NA,NA,22869571,TD-1792 versus vancomycin for treatment of complicated skin and skin structure infections,,,,,,,,,,,,,,,,,
477,1,1,,"Resistant bacteria, n(%) 15 days 10 (45.5) 8 days 18 (39.2) p = 0.76",8 days,15 days,21 days,22952580,Early-onset ventilator-associated pneumonia in adults randomized clinical trial: comparison of 8 versus 15 days of antibiotic treatment,,,,,,,,,,,,,,,,,
483,1,1,,To evaluate the potential ecological impact of the intervention we assessed the rate of infection and/or colonization of patients with multidrug resistant bacteria (meticillin-resistant Staphylococcus aureus and expanded spectrum _lactamase-producing ente,6,7,,23153410,Clinical impact of unsolicited post-prescription antibiotic review in surgical and medical wards: a randomized controlled trial,,,,,,,,,,,,,,,,,
492,1,1,,"The secondary outcome was the association of nasal MRSA colonization at enrollment with treatment response. Nasal colonization data were available for 142 of 146 (97%). Of these, 7 (4.9%) were colonized with MRSA, and this was not associated with response",NA,NA,NA,23457080,Clinical trial: Comparative effectiveness of cephalexin plus trimethoprim-sulfamethoxazole versus cephalexin alone for treatment of uncomplicated cellulitis: A randomized controlled trial,,,,,,,,,,,,,,,,,
511,1,1,,"Three subjects in the tigecycline group of the primary study and 1 subject in the tigecycline group of the osteomyelitis substudy had microorganisms with decreased susceptibility to tigecycline during therapy. Specifically, S. epidermidis (0.06–1.0 mg/L),",NA,NA,NA,24439136,Phase 3 study comparing tigecycline and ertapenem in patients with diabetic foot infections with and without osteomyelitis,,,,,,,,,,,,,,,,,
512,1,1,,"Overall, the odds of carrying azithromycin-resistant bacteria were seven times greater in the azithromycin group than in the control group.",0,once per week,24 months,24461664,"Long-term azithromycin for Indigenous children with non-cystic-fibrosis bronchiectasis or chronic suppurative lung disease (Bronchiectasis Intervention Study): a multicentre, double-blind, randomised controlled trial",,,,,,,,,,,,,,,,,
513,1,1,,"On susceptibility testing, only one of nine (11%) urine cultures showed resistance to nitrofurantoin with five (56%) specimens being susceptible and three (33%) being inconclusive. Did not say which group this patient is in",0,Duration of indwelling,3 weeks after surgery,24463669,Oral antibiotics to prevent postoperative urinary tract infection: a randomized controlled trial,,,,,,,,,,,,,,,,,
521,1,1,,"Drug-resistant bacteriuma, n (%) control vs PCT 7 (15) vs 6 (13) p = 0.77",5,8,,24636266,Procalcitonin-guided antibiotic therapy in aspiration pneumonia and an assessment of the continuation of oral intake,,,,,,,,,,,,,,,,,
530,1,1,,,,,,25271544,Effects of decontamination of the oropharynx and intestinal tract on antibiotic resistance in ICUs: a randomized clinical trial,,,,,,,,,,,,,,,,,
532,1,1,,Multiresistant organisms N (%) of total isolates through study PCT vs stdcare 45/324 (14) vs 32/355 (9) p= 0.09,9,11,,25295709,Procalcitonin algorithm in critically ill adults with undifferentiated infection or suspected sepsis. A randomized controlled trial,,,,,,,,,,,,,,,,,
540,1,1,,No acquisition of microbiological resistance was reported during follow-up.,6 weeks,12 weeks,,25468170,"Antibiotic treatment for 6 weeks versus 12 weeks in patients with pyogenic vertebral osteomyelitis: an open-label, non-inferiority, randomised, controlled trial",,,,,,,,,,,,,,,,,
561,1,1,,"No significant between-group differences were found with respect to the rates of extraabdominal infection, Clostridium difficile infection, or secondary infections with resistant pathogens (A resistant pathogen was defined as methicillin-resistant Staphyl",4,8,,25992746,Trial of short-course antimicrobial therapy for intraabdominal infection,,,,,,,,,,,,,,,,,
571,1,1,,"Tobramycin-resistant P. aeruginosa was not detected in sputum during the study. However, other opportunistic organisms were identified in sputum cultures of 2 patients in the tobramycin group [Stenotrophomonas maltophilia (1 patient); Achromobacter xyloso",NA,NA,NA,26340658,Eradication therapy against pseudomonas aeruginosa in non-cystic fibrosis bronchiectasis,,,,,,,,,,,,,,,,,
575,1,1,,"Based on follow-up cultures taken after baseline, no patient developed a resistant organism on therapy.",NA,NA,NA,26611777,A Randomized Clinical Trial of Single-Dose Versus Weekly Dalbavancin for Treatment of Acute Bacterial Skin and Skin Structure Infection,,,,,,,,,,,,,,,,,
585,1,1,,"Surgical site infection with resistant pathogen, n (%) 0 vs 2 (p5.2), Recurrent intra-abdominal infection with resistant pathogen, n (%) 1 vs 0 p 0.4",4,10,,26920994,Patients with Complicated Intra-Abdominal Infection Presenting with Sepsis Do Not Require Longer Duration of Antimicrobial Therapy,,,,,,,,,,,,,,,,,
588,1,1,,Recurrent intra-abdominal infection with resistant pathogen control 3(5.3%) vs experiment 0 p = 0.084,4.3,6.8,30 days or 1 year (if implant left in place),26953758,Percutaneously drained intra-abdominal infections do not require longer duration of antimicrobial therapy,,,,,,,,,,,,,,,,,
603,1,1,,"At the end of the SXT courses 38 (92.6 %) isolates were resistant to SXT, while at the end of the 2GC courses 49 (92.4 %) isolates were resistant to 2GC. Based on comparison of the susceptibility patterns of microorganisms isolated before (urine culture c",NA,NA,NA,27525699,Comparison of cotrimoxazole vs. second-generation cephalosporins for prevention of urinary tract infections in children,,,,,,,,,,,,,,,,,
