study_no,PMID,title,country,setting,study_type,abx_tx_site,colonisation_site,abx_type,abx_route,resistance_type,bacteria_reported,cluster_rand,n_cluster,abx_dur,n_ind_contributedsamples,n_sample,time_baseline_endoffu,los,n_ind_outcome,n_possample_outcome,comments,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Cefalexin,E coli,0,NA,0,68,68,180,NA,5,5,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Cefalexin,E coli,0,NA,180,67,67,180,NA,5,5,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Cefalexin,E coli,0,NA,0,67,67,365,NA,6,6,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Cefalexin,E coli,0,NA,365,75,75,365,NA,5,5,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Ciprofloxacin,E coli,0,NA,0,219,219,1,NA,5,,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Ciprofloxacin,E coli,0,NA,0,68,68,180,NA,5,,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Ciprofloxacin,E coli,0,NA,180,68,68,180,NA,5,,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Ciprofloxacin,E coli,0,NA,0,67,67,365,NA,5,,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Ciprofloxacin,E coli,0,NA,365,67,67,365,NA,5,,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Trimethoprim-sulfamethoxazole,E coli,0,NA,0,218,218,1,NA,58,58,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Trimethoprim-sulfamethoxazole,E coli,0,NA,0,68,68,180,NA,16,16,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Trimethoprim-sulfamethoxazole,E coli,0,NA,180,68,68,180,NA,18,18,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Trimethoprim-sulfamethoxazole,E coli,0,NA,0,67,67,365,NA,25,25,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Trimethoprim-sulfamethoxazole,E coli,0,NA,365,67,67,365,NA,17,17,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Amox-clav,E coli,0,NA,0,217,217,1,NA,14,14,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Amox-clav,E coli,0,NA,0,68,68,180,NA,7,7,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Amox-clav,E coli,0,NA,180,67,67,180,NA,2,2,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Amox-clav,E coli,0,NA,0,67,67,365,NA,5,5,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Amox-clav,E coli,0,NA,365,75,75,365,NA,5,5,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Mecillinam,E coli,0,NA,0,215,215,1,NA,5,5,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Mecillinam,E coli,0,NA,0,68,68,180,NA,0,0,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Mecillinam,E coli,0,NA,180,68,68,180,NA,1,1,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Mecillinam,E coli,0,NA,0,67,67,365,NA,2,2,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Mecillinam,E coli,0,NA,365,66,66,365,NA,0,0,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Nitrofurantoin,E coli,0,NA,0,215,215,1,NA,1,1,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Nitrofurantoin,E coli,0,NA,0,68,68,180,NA,1,1,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Nitrofurantoin,E coli,0,NA,180,68,68,180,NA,4,4,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Nitrofurantoin,E coli,0,NA,0,67,67,365,NA,3,3,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Nitrofurantoin,E coli,0,NA,365,66,66,365,NA,2,2,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Trimethoprim,E coli,0,NA,0,215,215,1,NA,67,67,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Trimethoprim,E coli,0,NA,0,68,68,180,NA,31,31,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Trimethoprim,E coli,0,NA,180,68,68,180,NA,20,20,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,NA,NA,Trimethoprim,E coli,0,NA,0,67,67,365,NA,31,31,,,,,,,,
19,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,UK,Outpatient,Prophylaxis,Urinary tract,Urine,"Nitrofurantoin, trimethoprim or cefalexin",Oral,Trimethoprim,E coli,0,NA,365,66,66,365,NA,20,20,,,,,,,,
20,31821452,Increased risk of acquisition and transmission of ESBL-producing Enterobacteriaceae in malnourished children exposed to amoxicillin,Nigeria,Outpatient,Prevention or treatment of non-infectious diseases,Gut,Gut,NA,NA,ESBL-producing ,Enterobacteriaceae,0,NA,0,468,468,1,NA,141,141,,,,,,,,
20,31821452,Increased risk of acquisition and transmission of ESBL-producing Enterobacteriaceae in malnourished children exposed to amoxicillin,Nigeria,Outpatient,Prevention or treatment of non-infectious diseases,Gut,Gut,NA,NA,ESBL-producing ,Enterobacteriaceae,0,NA,0,161,161,7,NA,52,52,,,,,,,,
20,31821452,Increased risk of acquisition and transmission of ESBL-producing Enterobacteriaceae in malnourished children exposed to amoxicillin,Nigeria,Outpatient,Prevention or treatment of non-infectious diseases,Gut,Gut,Amoxicillin,Oral,ESBL-producing ,Enterobacteriaceae,0,NA,7,147,147,7,NA,79,79,,,,,,,,
20,31821452,Increased risk of acquisition and transmission of ESBL-producing Enterobacteriaceae in malnourished children exposed to amoxicillin,Nigeria,Outpatient,Prevention or treatment of non-infectious diseases,Gut,Gut,NA,NA,ESBL-producing ,Enterobacteriaceae,0,NA,0,117,117,28,NA,16,16,,,,,,,,
20,31821452,Increased risk of acquisition and transmission of ESBL-producing Enterobacteriaceae in malnourished children exposed to amoxicillin,Nigeria,Outpatient,Prevention or treatment of non-infectious diseases,Gut,Gut,Amoxicillin,Oral,ESBL-producing ,Enterobacteriaceae,0,NA,7,96,96,28,NA,8,8,,,,,,,,
21,30853250,"Efficacy and safety of intravenous ceftriaxone at home versus intravenous flucloxacillin in hospital for children with cellulitis (CHOICE): a single-centre, open-label, randomised, controlled, non-inferiority trial",Australia,Outpatient,Treatment for infection,Skin and soft tissue,Gut,NA,NA,ESBL-producing ,Enterobacteriaceae,0,NA,0,90,90,1,NA,11,11,,,,,,,,
21,30853250,"Efficacy and safety of intravenous ceftriaxone at home versus intravenous flucloxacillin in hospital for children with cellulitis (CHOICE): a single-centre, open-label, randomised, controlled, non-inferiority trial",Australia,Outpatient,Treatment for infection,Skin and soft tissue,Respiratory tract,NA,NA,Meticillin,Staph aureus,0,NA,0,131,131,1,NA,0,0,,,,,,,,
21,30853250,"Efficacy and safety of intravenous ceftriaxone at home versus intravenous flucloxacillin in hospital for children with cellulitis (CHOICE): a single-centre, open-label, randomised, controlled, non-inferiority trial",Australia,Outpatient,Treatment for infection,Skin and soft tissue,Gut,Flucloxacillin,IV,ESBL-producing ,Enterobacteriaceae,0,NA,8,33,33,10,NA,4,4,,,,,,,,
21,30853250,"Efficacy and safety of intravenous ceftriaxone at home versus intravenous flucloxacillin in hospital for children with cellulitis (CHOICE): a single-centre, open-label, randomised, controlled, non-inferiority trial",Australia,Outpatient,Treatment for infection,Skin and soft tissue,Respiratory tract,Flucloxacillin,IV,Meticillin,Staph aureus,0,NA,8,35,35,10,NA,0,0,,,,,,,,
21,30853250,"Efficacy and safety of intravenous ceftriaxone at home versus intravenous flucloxacillin in hospital for children with cellulitis (CHOICE): a single-centre, open-label, randomised, controlled, non-inferiority trial",Australia,Hospital,Treatment for infection,Skin and soft tissue,Gut,Ceftiaxone,IV,ESBL-producing ,Enterobacteriaceae,0,NA,8,48,48,10,NA,10,10,,,,,,,,
21,30853250,"Efficacy and safety of intravenous ceftriaxone at home versus intravenous flucloxacillin in hospital for children with cellulitis (CHOICE): a single-centre, open-label, randomised, controlled, non-inferiority trial",Australia,Hospital,Treatment for infection,Skin and soft tissue,Respiratory tract,Ceftiaxone,IV,Meticillin,Staph aureus,0,NA,8,49,49,10,NA,0,0,,,,,,,,
21,30853250,"Efficacy and safety of intravenous ceftriaxone at home versus intravenous flucloxacillin in hospital for children with cellulitis (CHOICE): a single-centre, open-label, randomised, controlled, non-inferiority trial",Australia,Outpatient,Treatment for infection,Skin and soft tissue,Gut,Flucloxacillin,IV,ESBL-producing ,Enterobacteriaceae,0,NA,8,35,35,90,NA,7,7,,,,,,,,
21,30853250,"Efficacy and safety of intravenous ceftriaxone at home versus intravenous flucloxacillin in hospital for children with cellulitis (CHOICE): a single-centre, open-label, randomised, controlled, non-inferiority trial",Australia,Outpatient,Treatment for infection,Skin and soft tissue,Respiratory tract,Flucloxacillin,IV,Meticillin,Staph aureus,0,NA,8,34,34,90,NA,0,0,,,,,,,,
21,30853250,"Efficacy and safety of intravenous ceftriaxone at home versus intravenous flucloxacillin in hospital for children with cellulitis (CHOICE): a single-centre, open-label, randomised, controlled, non-inferiority trial",Australia,Hospital,Treatment for infection,Skin and soft tissue,Gut,Ceftiaxone,IV,ESBL-producing ,Enterobacteriaceae,0,NA,8,44,44,90,NA,8,8,,,,,,,,
21,30853250,"Efficacy and safety of intravenous ceftriaxone at home versus intravenous flucloxacillin in hospital for children with cellulitis (CHOICE): a single-centre, open-label, randomised, controlled, non-inferiority trial",Australia,Hospital,Treatment for infection,Skin and soft tissue,Respiratory tract,Ceftiaxone,IV,Meticillin,Staph aureus,0,NA,8,54,54,90,NA,1,1,,,,,,,,
22,31867616,Weekly Sequential Antibioprophylaxis for Recurrent Urinary Tract Infections among Patients with Neurogenic Bladder: A Randomized Controlled Trial,France,Outpatient,Prophylaxis,Urinary tract,Gut,NA,NA,ESBL-producing ,Enterobacteriaceae,0,NA,0,42,42,1,NA,8,8,,,,,,,,
22,31867616,Weekly Sequential Antibioprophylaxis for Recurrent Urinary Tract Infections among Patients with Neurogenic Bladder: A Randomized Controlled Trial,France,Outpatient,Prophylaxis,Urinary tract,Respiratory tract,NA,NA,Meticillin,Staph aureus,0,NA,0,45,45,1,NA,6,6,,,,,,,,
22,31867616,Weekly Sequential Antibioprophylaxis for Recurrent Urinary Tract Infections among Patients with Neurogenic Bladder: A Randomized Controlled Trial,France,Outpatient,Prophylaxis,Urinary tract,Gut,NA,NA,ESBL-producing ,Enterobacteriaceae,0,NA,0,18,18,180,NA,1,1,,,,,,,,
22,31867616,Weekly Sequential Antibioprophylaxis for Recurrent Urinary Tract Infections among Patients with Neurogenic Bladder: A Randomized Controlled Trial,France,Outpatient,Prophylaxis,Urinary tract,Respiratory tract,NA,NA,Meticillin,Staph aureus,0,NA,0,16,16,180,NA,0,0,,,,,,,,
22,31867616,Weekly Sequential Antibioprophylaxis for Recurrent Urinary Tract Infections among Patients with Neurogenic Bladder: A Randomized Controlled Trial,France,Outpatient,Prophylaxis,Urinary tract,Gut,Fosfomycin trometamol or trimethoprim-sulfamethoxazole or amox-clav or cefixim or furadantin ,Oral,ESBL-producing ,Enterobacteriaceae,0,NA,Once   in alternate weeks,18,18,180,NA,1,1,,,,,,,,
22,31867616,Weekly Sequential Antibioprophylaxis for Recurrent Urinary Tract Infections among Patients with Neurogenic Bladder: A Randomized Controlled Trial,France,Outpatient,Prophylaxis,Urinary tract,Respiratory tract,Fosfomycin trometamol or trimethoprim-sulfamethoxazole or amox-clav or cefixim or furadantin ,Oral,Meticillin,Staph aureus,0,NA,Once   in alternate weeks,16,16,180,NA,0,0,,,,,,,,
23,32130261,Meropenem vs standard of care for treatment of neonatal late onset sepsis (NeoMero1): A randomised controlled trial,Europe,ICU,Treatment for infection,Bloodstream,Gut,NA,NA,Carbapenem,Gram negatives,0,NA,0,195,195,1,NA,0,0,,,,,,,,
23,32130261,Meropenem vs standard of care for treatment of neonatal late onset sepsis (NeoMero1): A randomised controlled trial,Europe,ICU,Treatment for infection,Bloodstream,Gut,Meropenem,IV,Carbapenem,Gram negatives,0,NA,8,101,101,28,NA,19,19,,,,,,,,
23,32130261,Meropenem vs standard of care for treatment of neonatal late onset sepsis (NeoMero1): A randomised controlled trial,Europe,ICU,Treatment for infection,Bloodstream,Gut,Ampicillin+gentamicin or cefotaxime+gentamicin,IV,Carbapenem,Gram negatives,0,NA,7,94,94,28,NA,7,7,,,,,,,,
24,32267724,"Targeted retreatment of incompletely recovered chronic obstructive pulmonary disease exacerbations with ciprofloxacin a double-blind, randomized, placebo-controlled, multicenter, phase III clinical trial",UK,Outpatient,Treatment for infection,Respiratory tract,Respiratory tract,NA,NA,Ciprofloxacin,Bacteria,0,NA,0,47,47,1,NA,1,1,,,,,,,,
24,32267724,"Targeted retreatment of incompletely recovered chronic obstructive pulmonary disease exacerbations with ciprofloxacin a double-blind, randomized, placebo-controlled, multicenter, phase III clinical trial",UK,Outpatient,Treatment for infection,Respiratory tract,Respiratory tract,NA,NA,Ciprofloxacin,Bacteria,0,NA,0,17,17,90,NA,1,1,,,,,,,,
24,32267724,"Targeted retreatment of incompletely recovered chronic obstructive pulmonary disease exacerbations with ciprofloxacin a double-blind, randomized, placebo-controlled, multicenter, phase III clinical trial",UK,Outpatient,Treatment for infection,Respiratory tract,Respiratory tract,Ciprofloxacin,Oral,Ciprofloxacin,Bacteria,0,NA,7,16,16,90,NA,0,0,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,ESBL-producing ,Enterobacteriaceae,0,NA,0,78,78,1,NA,3,3,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,Carbapenem,Gram negatives,0,NA,0,78,78,1,NA,3,3,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,Tobramycin,Gram negatives,0,NA,0,78,78,1,NA,26,26,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,Colistin,Gram negatives,0,NA,0,78,78,1,NA,13,13,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,ESBL-producing ,Enterobacteriaceae,0,NA,0,28,28,30,NA,1,1,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,Carbapenem,Gram negatives,0,NA,0,28,28,30,NA,1,1,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,Tobramycin,Gram negatives,0,NA,0,28,28,30,NA,10,10,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,Colistin,Gram negatives,0,NA,0,28,28,30,NA,4,4,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,Combination (tobramycin and colistin sulphate),Oral,ESBL-producing ,Enterobacteriaceae,0,NA,3,34,34,30,NA,1,1,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,Combination (tobramycin and colistin sulphate),Oral,Carbapenem,Gram negatives,0,NA,3,34,34,30,NA,0,0,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,Combination (tobramycin and colistin sulphate),Oral,Tobramycin,Gram negatives,0,NA,3,34,34,30,NA,15,15,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,Combination (tobramycin and colistin sulphate),Oral,Colistin,Gram negatives,0,NA,3,34,34,30,NA,4,4,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,ESBL-producing ,Enterobacteriaceae,0,NA,0,78,78,1,NA,3,3,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,Carbapenem,Gram negatives,0,NA,0,78,78,1,NA,3,3,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,Tobramycin,Gram negatives,0,NA,0,78,78,1,NA,26,26,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,Colistin,Gram negatives,0,NA,0,78,78,1,NA,13,13,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,ESBL-producing ,Enterobacteriaceae,0,NA,0,28,28,30,NA,1,1,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,Carbapenem,Gram negatives,0,NA,0,28,28,30,NA,1,1,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,Tobramycin,Gram negatives,0,NA,0,28,28,30,NA,10,10,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,NA,NA,Colistin,Gram negatives,0,NA,0,28,28,30,NA,4,4,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,Combination (tobramycin and colistin sulphate),Oral,ESBL-producing ,Enterobacteriaceae,0,NA,3,34,34,30,NA,1,1,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,Combination (tobramycin and colistin sulphate),Oral,Carbapenem,Gram negatives,0,NA,3,34,34,30,NA,0,0,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,Combination (tobramycin and colistin sulphate),Oral,Tobramycin,Gram negatives,0,NA,3,34,34,30,NA,15,15,,,,,,,,
25,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,Netherlands,Hospital,Decolonisation,Gut,Gut,Combination (tobramycin and colistin sulphate),Oral,Colistin,Gram negatives,0,NA,3,34,34,30,NA,4,4,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Ciprofloxacin,Klebsiella pneumoniae,0,NA,0,207,207,1,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Ciprofloxacin,Acinectobacter baumannii,0,NA,0,207,207,1,NA,1,1,,,,,,,,
26,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",Germany,ICU,Decolonisation,Gut,Gut or respiratory tract,NA,NA,Ciprofloxacin,Staph aureus,0,NA,0,207,207,1,NA,2,2,,,,,,,,
