No,PMID,title,year,journal,age_grp,interven,interven_type,blind_all,source_cont_required,source_cont_done,cond_specific,cond_cat,sterile_site,n_randomised,setting,country,income,short_protocol,long_protocol,short_actual,long_actual,rand_process,hypothesis,margin,pri_analysis_population,sec_analysis_pop,diffshown_ITT,diffshown_PP,arm_clinicalsuperior,outcome_measure,sample_size_calculated,didnotmeetcalculatedsamplesize,RoB2,n_short_randomised,n_long_randomised,n_analysed,n_adherent_short,n_adherent_long,shortXlong,longXshort,adhere_monitor,excl_prianalysis_reason,funding,diagnosis,abx_specific,abx_short,abx_long,culture_directed_insome,fu_period,fu_period_note,primary_outcome,combined_outcome,obj_outcome,abxpresc_outcome,outcome_clinical,outcome_microb_clinical,outcome_microb_colonising,abx_se,outcome_economic,per_priclinicaloutcome_short,per_priclinicaloutcome_long,per_mortality,note
192,8818850,"Once-daily, 3-day azithromycin versus a three-times-daily, 10-day course of co-amoxiclav in the treatment of adults with lower respiratory tract infections: Results of a randomized, double-blind comparative study",1996,Journal of Antimicrobial Chemotherapy,adults,"Patients were randomly assigned to treatment with azithromycin (Pfizer), one 500-mg tablet once daily on 3 consecutive days, or co-amoxiclav (Augmentin, Beecham Research) 625 mg three times daily for 10 days.",arbitruary durations,1,0,NA,acute infectious exacerbations of chronic bronchitis and acute bronchitis or pneumonia,Lower respiratory tract infection,0,78,outpatient,Belgium,high,3,10,NA,NA,NA,not reported,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
193,8849259,Two or three days of ofloxacin treatment for uncomplicated multidrug-resistant typhoid fever in children,1996,Antimicrobial Agents and Chemotherapy,children,"Patients were randomized to receive either ofloxacin (Oflocet; Roussel, Paris, France) at 15 mg/kg of body weight divided into two daily doses given for 2 days (Ofx2) or for 3 days (Ofx3): i.e., total doses of 30 or 45 mg/kg respectively.",arbitruary durations,0,0,NA,uncomplicated multidrug-resistant typhoid fever,Gastrointestinal infection,0,100,inpatient,Vietnam,lower middle,2,3,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
194,9124864,Treatment of enteric fever with pefloxacin for 7 days versus 5 days: a randomized clinical trial,1996,Antimicrobial Agents and Chemotherapy,adults,randomized to receive pefloxacin for 5 days (group A) or 7 days (group B).,arbitruary durations,0,0,NA,enteric fever,Gastrointestinal infection,0,46,inpatient,Turkey,higher middle,5,7,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
195,8637789,Rheumatic fever prophylaxis using benzathine penicillin G (BPG): two- week versus four-week regimens: comparison of two brands of BPG,1996,Pediatrics,adults,"34 rheumatic subjects, aged 8 to 16 years were randomly assigned to receive a 4-week injection of 1.2 million U of either a locally manufactured BPG brand (22 patients) or an imported one (12 patients).",arbitruary durations,0,0,NA,upper respiratory Group A beta-hemolytic streptococcal (GABHS) infections and rheumatic fever (RF) recurrences,Upper respiratory tract infection,0,360,inpatient,Egypt,lower middle,14,28,NA,NA,NA,superiority,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
196,8864730,Short-term versus long-term antimicrobial prophylaxis in oncologic head and neck surgery,1996,Head & Neck Surgery,adults,compare efficacy and tolerability of clindamycin-cefonicid administered for 1 day versus 3 days,arbitruary durations,0,0,NA,postoperative prophylaxis after oncologic head and neck surgery,Prophylaxis (post-surgery),0,160,inpatient,Italy,high,1,3,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
197,8822290,Effectiveness of five days of therapy with cefuroxime axetil suspension for treatment of acute otitis media,1996,The Pediatric Infectious Disease Journal,children,"Patients received CAE for either 5 or 10 days at 30 mg/kg/day in 2 divided doses (n = 242 and 235, respectively) or AMX/CL for 10 days at 40 mg/kg/day in 3 divided doses (n = 242). Patients in the CAE (5 days) group received placebo on Days 6 through 10.",arbitruary durations,0,0,NA,acute otitis media,Ear Nose Throat Infection,0,719,outpatient,US,high,5,10,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
198,8858671,Six-day amoxicillin vs. ten-day penicillin V therapy for group A streptococcal tonsillopharyngitis,1996,The Pediatric Infectious Disease Journal,children,"The children received either oral amoxicillin (AMX) suspension, 50 mg/kg/day divided twice daily for 6 days, or oral phenoxymethyl penicillin suspension (PEN V), 45 mg/kg/day divided into three doses/day (75 000 IU/kg/day) for 10 days.",arbitruary durations,0,0,NA,group A streptococcal tonsillopharyngitis,Upper respiratory tract infection,0,321,outpatient,France,high,6,10,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
199,8922570,Five days of erythromycin estolate versus ten days of penicillin V in the treatment of group A streptococcal tonsillopharyngitis in children. Pharyngitis Study Group,1996,European Journal of Clinical Microbiology & Infectious Diseases,children,treated with erythromycin estolate (40 mg/kg/d in two divided doses for five days) or penicillin V (30 mg/kg/d in three divided doses for ten days).,arbitruary durations,0,0,NA,group A streptococcal tonsillopharyngitis in children,Upper respiratory tract infection,0,227,outpatient,Germany,high,5,10,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
200,7789484,Efficacy of a three day course of azithromycin in moderately severe community-acquired pneumonia,1995,European Respiratory Journal,adults,"20 patients were given azithromycin (AZ group), 500 mg oral therapy in a single daily dose for 3 days, and 20 patients clarithromycin (CL group), 250 mg b.i.d. oral therapy for at least 8 days.",arbitruary durations,0,0,NA,moderately severe community-acquired pneumonia,Lower respiratory tract infection,0,40,inpatient,Italy,high,3,8,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
201,8537264,A comparison of 5 days of dirithromycin and 7 days of clarithromycin in acute bacterial exacerbation of chronic bronchitis,1995,Journal of Antimicrobial Chemotherapy ,adults,"Patients eligible for inclusion were randomly assigned to treatment with either dirithromycin 500 mg once daily for 5 days or clarithromycin, 250 mg twice daily (morning and evening) for 7 days.",arbitruary durations,0,0,NA,acute bacterial exacerbation of chronic bronchitis,Lower respiratory tract infection,0,212,outpatient,UK,high,5,7,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
202,8585739,Effectiveness of short-course therapy (5 days) with cefuroxime axetil in treatment of secondary bacterial infections of acute bronchitis,1995,Journal of Antimicrobial Chemotherapy ,adults,"Patients were assigned according to a computer-generated randomization code to receive treatment with one of three regimens: cefuroxime axetil at 250 mg twice a day for 5 days, followed by placebo twice a day for 5 days; cefuroxime axetil at 250 mg twice a day for 10 days; or amoxicillinclavulanate at 500 mg (500 mg of amoxicillin plus 125 mg of clavulanic acid) three times a day for 10 days.",arbitruary durations,0,0,NA,Secondary Bacterial Infections of Acute Bronchitis,Lower respiratory tract infection,0,537,outpatient,US,high,5,10,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
203,7573719,Efficacy of ciprofloxacin in enteric fever: comparison of treatment duration in sensitive and multidrug-resistant Salmonella,1995,American Journal of Tropical Medicine and Hygiene,adults,"Patients were randomly assigned to one of two treatment groups.Each patient received ciprofloxacin, 500mg(NeofloxinÂ®;BeximcoPharmaceuticalsLtd.,Dhaka,Bangladesh), orally twice a day for either 10 or 14 days",arbitruary durations,0,0,NA,enteric fever,Gastrointestinal infection,0,69,outpatient,Bangladesh,lower middle,10,14,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
204,7897784,Randomized controlled trial of 3 vs 10 days of trimethoprim/sulfamethoxazole for acute maxillary sinusitis,1995, The Journal of the American Medical Association ,adults,Subjects were randomly assigned to TMP/SMX double strength: one tablet twice daily for 10 days or one tablet twice daily for 3 days followed by 7 days of placebo.,arbitruary durations,1,0,NA,acute maxillary sinusitis,Upper respiratory tract infection,0,80,inpatient,US,high,3,10,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
205,7562017,Clindamycin/cefonicid in head and neck oncologic surgery: one-day prophylaxis is as effective as a three-day schedule,1995,Journal of Chemotherapy,adults,"Patients were randomly assigned to receive either one-day antibiotic prophylaxis (clindamycin 600 mg i.v. at induction, followed by three doses, one every 8 hours; cefonicid 1 g i.v. at induction, and 1 g after 12 hours), or three-day chemoprophylaxis (clindamycin 600 mg i.v. three times a day for three days; cefonicid 1 g i.v. at induction, followed by three doses administered after 12, 24 and 48 hours)",arbitruary durations,0,0,NA,postoperative prophylaxis after head and neck oncologic surgery,Prophylaxis (post-surgery),0,136,inpatient,Italy,high,1,3,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
206,7559195,A double-blind randomized trial comparing the efficacy and safety of a 5-day course of cefotiam hexetil with that of a 10-day course of penicillin V in adult patients with pharyngitis caused by group A β-haemolytic streptococci,1995,Journal of Antimicrobial Chemotherapy,adults,Patients were randomized to receive either CTM 200 mg bd for 5 days and a PEV placebo tds for 10 days or PEV 1 megaunit (600 mg) tds for 10 days and a CTM placebo bd for 5 days.,arbitruary durations,1,0,NA, group A beta‐haemolytic streptococci (GABHS),Upper respiratory tract infection,0,240,outpatient,France,high,5,10,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
207,7603811,Comparative efficacy and safety of four-day cefuroxime axetil and ten-day penicillin treatment of group A beta-hemolytic streptococcal pharyngitis in children,1995,The Pediatric Infectious Disease Journal,children,"randomized to receive either cefuroxime axetil suspension (N = 152; 20 mg/kg/day twice daily) for 4 days, penicillin suspension (N = 156; 45 mg/kg/day divided three times daily) for 10 days",arbitruary durations,0,0,NA,group A beta-hemolytic streptococcal pharyngitis,Upper respiratory tract infection,0,308,outpatient,France,high,4,10,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
208,7768760,High-dosage co-amoxiclav in a single dose versus 7 days of co-trimoxazole as treatment of uncomplicated lower urinary tract infection in women,1995,Journal of Antimicrobial Chemotherapy,adults,a single 3.25 g dose of co-amoxiclav as treatment of acute uncomplicated lower urinary tract infection in women was compared with that of co-trimoxazole 960 mg bd for 7 days,arbitruary durations,1,0,NA,uncomplicated lower urinary tract infection,Urinary tract infection,0,666,outpatient,UK,high,1,7,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
209,7746123,[Short-term ciprofloxacin treatment of bacillary dysentery due to Shigella dysenteriae type 1 in Rwandan refugees],1994,Medecine tropicale: revue du corps de sante colonial ,adults,compare the effectiveness of short-term treatment (1 g of ciprofloxacin in a single daily doses for 2 days) with that of the standard treatment (1 g of ciprofloxacin in two daily doses for 5 days).,arbitruary durations,1,0,NA,bacillary dysentery,Gastrointestinal infection,0,57,outpatient,Zaïre,low,2,5,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
210,8173721,"Results of a double-blind, placebo-controlled clinical trial program of single-dose ceftizoxime versus multiple-dose cefoxitin as prophylaxis for patients undergoing vaginal and abdominal hysterectomy",1994,Journal of the American College of Surgeons,adults,"a single 1 gram dose of ceftizoxime were compared with those of a standard regimen, three 2 gram doses of cefoxitin, for prophylaxis of perioperative infection in women undergoing abdominal or vaginal hysterectomy.",arbitruary durations,1,0,NA,postoperative prophylaxis after vaginal and abdominal hysterectomy,Prophylaxis (post-surgery),0,461,inpatient,US,high,1 dose,3 doses,NA,NA,NA,not reported,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
211,8288664,Prophylaxis against infection in total joint arthroplasty. One day of cefuroxime compared with three days of cefazolin,1994,Journal of Bone and Joint Surgery,adults,"randomly assigned to receive either 1.5 grams of cefuroxime followed by 750 milligrams eight and sixteen hours later (for a total of one day of antibiotic treatment), or one gram of cefazolin every eight hours for nine doses (for a total of three days of antibiotic treatment)",arbitruary durations,1,0,NA,postoperative prophylaxis after total joint arthroplasty,Prophylaxis (post-surgery),1,1354,inpatient,US,high,1,3,NA,NA,NA,difference,NA,PP,ITT,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
212,7921095,Effective short-course treatment of acute group A beta-hemolytic streptococcal tonsillopharyngitis. Ten days of penicillin V vs 5 days or 10 days of cefpodoxime therapy in children,1994,Archives of Pediatrics and Adolescent Medicine ,children,"All patients who met the entry criteria were randomly assigned in a 1:1:1 ratio to receive the following drugs: (1) cefpodoxime proxetil oral suspension (100 mg/5 mL) at a dose of 10 mg/kg per day divided into two equal doses and given every 12 hours, with or without food, for 5 con¬ secutive days (maximum daily dose, 200 mg); (2) cefpo¬ doxime proxetil oral suspension (100 mg/5 mL) at a dose of 10 mg/kg per day given as a single daily dose, with or without food, for 10 consecutive days (maximum daily dose, 200 mg); or (3) penicillin V potassium oral suspension (250 mg/5 mL) at a dose of 40 mg/kg per day divided into three equal doses and given on an empty stomach for 10 con¬ secutive days (maximum daily dose, 1000 mg).",arbitruary durations,0,0,NA,acute group A beta-hemolytic streptococcal tonsillopharyngitis,Upper respiratory tract infection,0,484,outpatient,US,high,5,10,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
213,8129435,Successful treatment of epiglottitis with two doses of ceftriaxone,1994,Archives of Disease in Childhood,children,"patients were randomised before the start of treatment to receive ceftriaxone or chloramphenicol. The dose of ceftriaxone was 100 mg/kg, followed by 50 mg/kg 24 hours later. The dose of chloramphenicol was 40 mg/kg followed by 25 mg/kg eight hourly for five days.",arbitruary durations,0,0,NA,epiglottitis ,Upper respiratory tract infection,0,55,inpatient,Australia,high,1,5,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
214,8191242,Five versus ten days treatment of streptococcal pharyngotonsillitis: a randomized controlled trial comparing cefpodoxime proxetil and phenoxymethyl penicillin,1994,Scandinavian Journal of Infectious Diseases,children,"Patients were randomized to receive either cefpodoxime proxetil, 100 mg bid orally for 5 days, or phenoxymethyl penicillin, 600 mg tid orally for 10 days.",arbitruary durations,0,0,NA,Group A beta-hemolytic streptococci (GABHS) ,Upper respiratory tract infection,0,220,outpatient,France and South Africa,high,5,10,NA,NA,NA,equivalence,10,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
215,7872756,Single-dose fosfomycin trometamol versus 5-day cephalexin regimen for treatment of uncomplicated lower urinary tract infections in women,1994,Antimicrobial Agents and Chemotherapy,adults,randomly assigned by acomputer to nonblind treatment witheither a single 3-g dose of fosfomycin trometamolor 5-day therapy of four daily doses of 500mg of cephalexin,arbitruary durations,0,0,NA,uncomplicated lower urinary tract infections,Urinary tract infection,0,112,outpatient,Isreal,high,1,5,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
216,8297196,Urinary tract infections with low and high colony counts in young women: Spontaneous remission and single-dose vs multiple-day treatment,1994,Archives of internal medicine,adults,Women with bacterial urinary tract infection were randomized to a group given a single dose of 1200 mg of norfloxacin and to a group treated with 400 mg of norfloxacin twice daily for 7 days.,arbitruary durations,0,0,NA,uncomplicated UTI,Urinary tract infection,0,107,outpatient,Isreal,high,1,7,NA,NA,NA,diffference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
217,8225636,Clarithromycin 250 mg b.i.d. for 5 or 10 days in the treatment of adult patients with purulent bronchitis,1993,Infection,adults,"compared the safety and efficacy of clarithromycin, 250 mg b.i.d. administered for either 5 or 10 days, i",arbitruary durations,1,0,NA,purulent bronchitis,Lower respiratory tract infection,0,221,outpatient,Germany,high,5,10,NA,NA,NA,diffference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
218,8215265,Treatment of typhoid fever with ceftriaxone for 5 days or chloramphenicol for 14 days: a randomized clinical trial,1993,Antimicrobial Agents and Chemotherapy,adults,Ceftriaxone was given to 28 patients in once-daily intravenous doses of 75 mg/kg of body weight to children and 4 g to adults for 5 days; chloramphenicol was given to 31 patients at a dosage of 60 mg/kg/day until defervescence and then at 40 mg/kg/day to complete 14 days of treatment.,arbitruary durations,0,0,NA,typhoid fever,Gastrointestinal infection,0,59,outpatient,Bangladesh,lower middle,5,14,NA,NA,NA,diffference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
219,8286514,"Outcome at three to five years of primary closure of perianal and pilonidal abscess. A randomised, double-blind clinical trial with a complete three-year followup of one compared with four days' treatment with ampicillin and metronidazole",1993,European Journal of Surgery,adults,two regimens of antibiotic treatment (ampicillin and metronidazole for one compared with four days) ,arbitruary durations,1,0,NA,perianal and pilonidal abscess,Skin and soft tissue infection,0,88,inpatient,Denmark,high,1,4,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
220,8174496,Antibiotic prophylaxis in cardiovascular surgery: a prospective randomized comparative trial of one day cefazolin versus single dose cefuroxime,1993,Drugs under experimental and clinical research,adults,one day cefazolin prophylaxis (1 g q 8 h i.v.) was compared with a single dose of cefuroxime prophylaxis (1.5 g),arbitruary durations,0,0,NA,postoperative prophylaxis after cardiovascular surgery,Prophylaxis (post-surgery),1,418,inpatient,Switzerland,high,1 dose,1,NA,NA,NA,difference,NA,ITT,none,1,NA,short,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
221,8270392,Cefuroxime prophylaxis in biliary surgery: single versus triple dose,1993,Israel Medical Association Journal,adults,"compare a single dose of cefuroxime (1.5 gi.v. on call to surgery) with the standard regimen (1.5 gi.v. on call to surgery followed by two additional doses of 750 mg i.v. each, 8 and 16 h after surgery).",arbitruary durations,0,0,NA,postoperative prophylaxis after biliary surgery,Prophylaxis (post-surgery),1,100,inpatient,Isreal,high,1 dose,3 doses,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
222,8326680,[Prospective randomized study on effect of duration of antimicrobial prophylaxis for mastectomy],1993,The Japanese Journal of Antibiotics,adults,Selected patients were treated with 600 mg of OFLX daily in 3 divided doses starting the day before surgery. One group was treated for 5 days and the other was treated for 10 days.,arbitruary durations,0,0,NA,postoperative prophylaxis after mastectomy,Prophylaxis (post-surgery),0,110,inpatient,Japan,high,5,10,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
223,8298585,Fosfomycin trometamol in a single dose versus seven days nitrofurantoin in the treatment of acute uncomplicated urinary tract infections in women,1993,Pharmacy World & Science,adults,In this study the efficacy and tolerability of a single dose of 3 g fosfomycin trometamol and the conventional treatment with nitrofurantoin 50 mg four times daily for seven days were compared.,arbitruary durations,1,0,NA,uncomplicated urinary tract infections,Urinary tract infection,0,231,outpatient,Netherlands,high,1,7,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
224,1522663,Comparative study of single dose and five days dose of gentamicin as prophylaxis in appendicectomy,1992,Journal of Pakistan Medical Association,adults,Patients in group 1 had a single intravenous injection of gentamicin (2 mg per kg) at the induction of anaesthesia while those group 2 had similar treatment followed by an eight hourly injection of gentamicin postopcratively for five days,arbitruary durations,0,0,NA,postoperative prophylaxis after appendicectomy,Prophylaxis (post-surgery),0,100,inpatient,Nigeria,lower middle,1,5,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
225,1461853,A randomized trial of one versus three doses of Augmentin as wound prophylaxis in at-risk abdominal surgery,1992,Postgraduate Medical Journal,adults,Eligible patients were randomly allocated to one or three doses of antibiotics by taking sequentially numbered stickers prepared from a table of random numbers.,arbitruary durations,0,0,NA,postoperative prophylaxis after at-risk abdominal surgery,Prophylaxis (post-surgery),0,908,inpatient,UK,high,1 dose,3 doses,NA,NA,NA,not reported,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
226,1421911,Single daily doses of trimethoprim/sulphadiazine for three or 10 days in urinary tract infections,1992,Acta Paediatrica,children,atients  in  group 1 received a  single daily dose of 4 mg/kg trimethoprim together with 17.5 mg/kg sulphadiazine  for  three  days.  Patients  in  group 2 received the same dose but for 10 days.,arbitruary durations,0,0,NA,uncomplicated urinary tract infections,Urinary tract infection,0,40,outpatient,Canada,high,3,10,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
227,2019378,Short-course versus long-course antibiotic treatment of spontaneous bacterial peritonitis. A randomized controlled study of 100 patients,1991,Gastroenterology,adults,"43 were randomized to a group receiving 5 days and 47 to a group receiving 10 days of single-agent cefotaxime, 2 g IV every 8 hours.",arbitruary durations,0,1,0,spontaneous bacterial peritonitis,Abdominal infection,0,90,inpatient,US,high,5,10,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
228,2039326,Randomized trial of one-dose versus six-dose cefazolin prophylaxis in elective general thoracic surgery,1991,The Annals of Thoracic Surgery,adults,compare the efficacy of one to six doses of cefazolin as prophylaxis in general thoracic surgery,arbitruary durations,1,0,NA,postoperative prophylaxis after elective general thoracic surgery,Prophylaxis (post-surgery),0,208,inpatient,UK,high,1,2,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
229,1926651,Single-dose fosfomycin trometamol (Monuril) versus multiple-dose norfloxacin: results of a multicenter study in females with uncomplicated lower urinary tract infections,1991,Urologia Internationalis,adults,"comparing the efficacy and safety of Fosfomycin trometamol (Monuril), 3-gram single dose, and Norfloxacin (Noroxine 400), 400 mg twice daily for 5 days",arbitruary durations,0,0,NA,uncomplicated lower urinary tract infections,Urinary tract infection,0,63,outpatient,France,high,1,5,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
